Cultural,Genético,SPF,ciclo,destino,origem
0.001,0.001,0.001,1,STLS,CLEV
0.001,0.001,0.001,1,PHLA,CLEV
0.54,0.54,0.54,1,ATLN,RLGH
0.001,0.001,0.001,1,WASH,RLGH
1.237,1.237,1.237,1,WASH,ATLN
0.727,0.727,0.727,1,NSVL,ATLN
0.714,0.714,0.714,1,STLS,ATLN
1.12,1.12,1.12,1,DLLS,ATLN
1.25,1.25,1.25,1,ORLD,ATLN
0.702,0.702,0.001,1,WASH,PHLA
0.001,0.001,0.001,1,STLS,NSVL
0.001,0.001,0.001,1,DLLS,NSVL
0.001,0.001,0.001,1,DLLS,STLS
0.001,0.001,0.001,1,KSCY,STLS
0.714,0.714,0.714,1,LA03,STLS
0.001,0.001,0.001,1,HSTN,NWOR
1.203,1.203,1.203,1,DLLS,NWOR
0.751,0.751,0.751,1,ORLD,NWOR
0.001,0.001,0.001,1,SNAN,HSTN
0.001,0.001,0.001,1,DLLS,HSTN
0.001,0.001,0.001,1,ORLD,HSTN
0.726,0.726,0.726,1,PHNX,SNAN
0.54,0.54,0.54,1,DLLS,SNAN
0.624,0.624,0.624,1,DNVR,DLLS
0.001,0.001,0.001,1,KSCY,DLLS
1.233,1.233,1.233,1,SNFN,DLLS
0.551,0.551,0.551,1,LA03,DLLS
0.001,0.001,0.001,1,KSCY,DNVR
0.001,0.001,0.001,1,SNFN,DNVR
0.001,0.001,0.001,1,SLKC,DNVR
0.001,0.001,0.001,1,SNFN,KSCY
1.23,1.23,1.23,1,SCRM,SNFN
1.8570000000000002,1.8570000000000002,1.8570000000000002,1,PTLD,SNFN
0.001,0.001,0.001,1,STTL,SNFN
0.001,0.001,0.001,1,SLKC,SNFN
0.652,0.652,0.652,1,LA03,SNFN
0.001,0.001,0.001,1,SLKC,SCRM
0.001,0.001,0.001,1,STTL,PTLD
0.001,0.001,0.001,1,LA03,SLKC
0.551,0.551,0.551,1,SNDG,LA03
0.652,0.652,0.652,1,PHNX,LA03
0.001,0.001,0.001,1,PHNX,SNDG
2.047,2.047,2.748,2,CMBR,NY54
1.409,1.409,2.125,2,CHCG,NY54
1.4609999999999999,1.4609999999999999,0.745,2,PHLA,NY54
2.68,2.68,3.381,2,WASH,NY54
0.702,0.702,0.001,2,PHLA,CMBR
0.001,0.001,0.717,2,CLEV,CHCG
1.306,1.306,1.306,2,PHLA,CHCG
1.363,1.363,2.699,2,STLS,CHCG
0.001,0.001,0.765,2,DNVR,CHCG
0.753,0.753,0.753,2,KSCY,CHCG
1.775,1.775,1.203,2,SNFN,CHCG
0.001,0.001,0.001,2,STTL,CHCG
0.001,0.001,0.001,2,SLKC,CHCG
1.443,1.443,1.443,2,NSVL,CLEV
0.001,0.001,0.001,2,STLS,CLEV
0.717,0.717,0.001,2,PHLA,CLEV
1.3050000000000002,1.3050000000000002,1.3050000000000002,2,ATLN,RLGH
0.001,0.001,0.001,2,WASH,RLGH
1.786,1.786,1.786,2,WASH,ATLN
1.276,1.276,1.276,2,NSVL,ATLN
0.714,0.714,1.404,2,STLS,ATLN
2.575,2.575,1.8850000000000002,2,DLLS,ATLN
1.25,1.25,1.25,2,ORLD,ATLN
0.702,0.702,0.001,2,WASH,PHLA
0.001,0.001,0.001,2,STLS,NSVL
0.001,0.001,0.001,2,DLLS,NSVL
1.3519999999999999,1.3519999999999999,1.16,2,DLLS,STLS
0.001,0.001,0.001,2,KSCY,STLS
0.714,0.714,1.404,2,LA03,STLS
0.001,0.001,0.001,2,HSTN,NWOR
1.79,1.79,1.79,2,DLLS,NWOR
0.751,0.751,0.751,2,ORLD,NWOR
0.001,0.001,0.001,2,SNAN,HSTN
0.001,0.001,0.001,2,DLLS,HSTN
0.001,0.001,0.001,2,ORLD,HSTN
0.726,0.726,0.726,2,PHNX,SNAN
0.54,0.54,0.54,2,DLLS,SNAN
1.388,1.388,0.624,2,DNVR,DLLS
0.001,0.001,0.001,2,KSCY,DLLS
2.5700000000000003,2.5700000000000003,1.9980000000000002,2,SNFN,DLLS
1.241,1.241,0.551,2,LA03,DLLS
0.001,0.001,0.001,2,KSCY,DNVR
0.001,0.001,0.001,2,SNFN,DNVR
0.001,0.001,0.001,2,SLKC,DNVR
0.001,0.001,0.001,2,SNFN,KSCY
1.23,1.23,1.23,2,SCRM,SNFN
2.6220000000000003,2.6220000000000003,2.6220000000000003,2,PTLD,SNFN
0.001,0.001,0.001,2,STTL,SNFN
0.001,0.001,0.001,2,SLKC,SNFN
0.652,0.652,0.652,2,LA03,SNFN
0.001,0.001,0.001,2,SLKC,SCRM
0.001,0.001,0.001,2,STTL,PTLD
0.001,0.001,0.001,2,LA03,SLKC
1.241,1.241,1.241,2,SNDG,LA03
0.652,0.652,0.652,2,PHNX,LA03
0.001,0.001,0.001,2,PHNX,SNDG
2.047,2.047,3.478,3,CMBR,NY54
2.095,2.095,3.541,3,CHCG,NY54
1.4609999999999999,1.4609999999999999,0.745,3,PHLA,NY54
3.196,3.196,3.897,3,WASH,NY54
1.432,1.432,0.001,3,PHLA,CMBR
0.798,0.798,1.514,3,CLEV,CHCG
2.036,2.036,1.306,3,PHLA,CHCG
2.594,2.594,4.66,3,STLS,CHCG
0.731,0.731,0.765,3,DNVR,CHCG
0.753,0.753,0.753,3,KSCY,CHCG
1.775,1.775,1.203,3,SNFN,CHCG
0.001,0.001,0.001,3,STTL,CHCG
0.798,0.798,0.798,3,SLKC,CHCG
1.443,1.443,1.443,3,NSVL,CLEV
0.725,0.725,0.725,3,STLS,CLEV
0.717,0.717,0.001,3,PHLA,CLEV
1.3050000000000002,1.3050000000000002,1.3050000000000002,3,ATLN,RLGH
0.001,0.001,0.001,3,WASH,RLGH
2.302,2.302,2.302,3,WASH,ATLN
1.276,1.276,1.276,3,NSVL,ATLN
0.714,0.714,1.404,3,STLS,ATLN
3.2310000000000003,3.2310000000000003,2.5410000000000004,3,DLLS,ATLN
1.25,1.25,1.25,3,ORLD,ATLN
0.702,0.702,0.001,3,WASH,PHLA
0.001,0.001,0.001,3,STLS,NSVL
0.001,0.001,0.001,3,DLLS,NSVL
2.038,2.038,2.576,3,DLLS,STLS
0.001,0.001,0.001,3,KSCY,STLS
1.438,1.438,2.128,3,LA03,STLS
0.001,0.001,0.001,3,HSTN,NWOR
1.79,1.79,1.79,3,DLLS,NWOR
0.751,0.751,0.751,3,ORLD,NWOR
0.001,0.001,0.001,3,SNAN,HSTN
0.687,0.687,0.687,3,DLLS,HSTN
0.001,0.001,0.001,3,ORLD,HSTN
0.726,0.726,0.726,3,PHNX,SNAN
1.27,1.27,1.27,3,DLLS,SNAN
2.774,2.774,1.28,3,DNVR,DLLS
0.001,0.001,0.001,3,KSCY,DLLS
2.5700000000000003,2.5700000000000003,1.9980000000000002,3,SNFN,DLLS
1.241,1.241,0.551,3,LA03,DLLS
0.001,0.001,0.001,3,KSCY,DNVR
0.001,0.001,0.001,3,SNFN,DNVR
0.001,0.001,0.001,3,SLKC,DNVR
0.001,0.001,0.001,3,SNFN,KSCY
1.23,1.23,1.23,3,SCRM,SNFN
2.6220000000000003,2.6220000000000003,2.6220000000000003,3,PTLD,SNFN
0.001,0.001,0.001,3,STTL,SNFN
0.001,0.001,0.001,3,SLKC,SNFN
0.652,0.652,0.652,3,LA03,SNFN
0.772,0.772,0.772,3,SLKC,SCRM
0.001,0.001,0.001,3,STTL,PTLD
0.001,0.001,0.001,3,LA03,SLKC
1.241,1.241,1.241,3,SNDG,LA03
0.652,0.652,0.652,3,PHNX,LA03
0.001,0.001,0.001,3,PHNX,SNDG
2.047,2.047,4.2250000000000005,4,CMBR,NY54
2.7840000000000003,2.7840000000000003,5.52,4,CHCG,NY54
1.4609999999999999,1.4609999999999999,0.745,4,PHLA,NY54
3.8850000000000002,3.8850000000000002,5.129,4,WASH,NY54
2.179,2.179,0.001,4,PHLA,CMBR
0.798,0.798,1.514,4,CLEV,CHCG
2.783,2.783,1.306,4,PHLA,CHCG
2.594,2.594,5.28,4,STLS,CHCG
0.731,0.731,0.765,4,DNVR,CHCG
0.753,0.753,1.296,4,KSCY,CHCG
2.464,2.464,2.639,4,SNFN,CHCG
0.748,0.748,0.001,4,STTL,CHCG
0.798,0.798,1.4180000000000001,4,SLKC,CHCG
1.996,1.996,1.996,4,NSVL,CLEV
0.725,0.725,0.725,4,STLS,CLEV
0.717,0.717,0.001,4,PHLA,CLEV
1.8160000000000003,1.8160000000000003,1.8160000000000003,4,ATLN,RLGH
0.001,0.001,0.001,4,WASH,RLGH
2.845,2.845,2.302,4,WASH,ATLN
1.276,1.276,1.276,4,NSVL,ATLN
0.714,0.714,1.404,4,STLS,ATLN
4.285,4.285,3.0520000000000005,4,DLLS,ATLN
1.25,1.25,1.25,4,ORLD,ATLN
0.702,0.702,0.001,4,WASH,PHLA
0.001,0.001,0.587,4,STLS,NSVL
0.587,0.587,0.001,4,DLLS,NSVL
2.038,2.038,2.576,4,DLLS,STLS
0.001,0.001,0.001,4,KSCY,STLS
2.058,2.058,2.714,4,LA03,STLS
0.001,0.001,0.001,4,HSTN,NWOR
1.79,1.79,1.79,4,DLLS,NWOR
0.751,0.751,0.751,4,ORLD,NWOR
0.001,0.001,0.001,4,SNAN,HSTN
0.687,0.687,0.687,4,DLLS,HSTN
0.001,0.001,0.001,4,ORLD,HSTN
0.726,0.726,0.726,4,PHNX,SNAN
1.7810000000000001,1.7810000000000001,1.7810000000000001,4,DLLS,SNAN
2.774,2.774,1.28,4,DNVR,DLLS
0.544,0.544,0.001,4,KSCY,DLLS
2.5700000000000003,2.5700000000000003,1.9980000000000002,4,SNFN,DLLS
1.827,1.827,0.551,4,LA03,DLLS
0.001,0.001,0.001,4,KSCY,DNVR
0.001,0.001,0.001,4,SNFN,DNVR
0.001,0.001,0.001,4,SLKC,DNVR
0.001,0.001,0.001,4,SNFN,KSCY
1.919,1.919,1.919,4,SCRM,SNFN
2.6220000000000003,2.6220000000000003,3.369,4,PTLD,SNFN
0.001,0.001,0.001,4,STTL,SNFN
0.001,0.001,0.001,4,SLKC,SNFN
0.652,0.652,0.652,4,LA03,SNFN
0.772,0.772,0.772,4,SLKC,SCRM
0.748,0.748,0.001,4,STTL,PTLD
0.621,0.621,0.001,4,LA03,SLKC
1.827,1.827,1.827,4,SNDG,LA03
0.652,0.652,0.652,4,PHNX,LA03
0.001,0.001,0.001,4,PHNX,SNDG
3.229,3.229,5.940000000000001,5,CMBR,NY54
3.966,3.966,6.702,5,CHCG,NY54
1.4609999999999999,1.4609999999999999,0.745,5,PHLA,NY54
4.537,4.537,6.314,5,WASH,NY54
2.7119999999999997,2.7119999999999997,0.001,5,PHLA,CMBR
1.487,1.487,2.203,5,CLEV,CHCG
3.948,3.948,1.306,5,PHLA,CHCG
3.215,2.594,6.5329999999999995,5,STLS,CHCG
1.264,1.264,0.765,5,DNVR,CHCG
0.753,0.753,1.296,5,KSCY,CHCG
3.153,3.774,3.328,5,SNFN,CHCG
0.748,0.748,0.001,5,STTL,CHCG
0.798,0.798,1.4180000000000001,5,SLKC,CHCG
1.996,1.996,1.996,5,NSVL,CLEV
0.725,0.725,0.725,5,STLS,CLEV
0.717,0.717,0.001,5,PHLA,CLEV
1.8160000000000003,1.8160000000000003,2.4480000000000004,5,ATLN,RLGH
1.2850000000000001,1.2850000000000001,0.653,5,WASH,RLGH
3.5,3.5,3.49,5,WASH,ATLN
1.276,1.276,1.276,5,NSVL,ATLN
0.714,0.714,2.691,5,STLS,ATLN
4.94,4.94,3.5850000000000004,5,DLLS,ATLN
1.25,1.25,1.25,5,ORLD,ATLN
1.334,1.334,0.001,5,WASH,PHLA
0.001,0.001,0.587,5,STLS,NSVL
0.587,0.587,0.001,5,DLLS,NSVL
2.038,2.038,2.576,5,DLLS,STLS
0.001,0.001,0.001,5,KSCY,STLS
2.679,2.058,3.9899999999999998,5,LA03,STLS
0.001,0.001,0.001,5,HSTN,NWOR
1.79,1.79,1.79,5,DLLS,NWOR
0.751,0.751,0.751,5,ORLD,NWOR
0.001,0.001,0.001,5,SNAN,HSTN
0.687,0.687,0.687,5,DLLS,HSTN
0.001,0.001,0.001,5,ORLD,HSTN
0.726,0.726,0.726,5,PHNX,SNAN
2.314,2.314,2.314,5,DLLS,SNAN
3.307,3.307,1.862,5,DNVR,DLLS
0.544,0.544,0.001,5,KSCY,DLLS
3.152,3.152,1.9980000000000002,5,SNFN,DLLS
2.482,2.482,0.551,5,LA03,DLLS
0.001,0.001,0.001,5,KSCY,DNVR
0.001,0.001,0.001,5,SNFN,DNVR
0.001,0.001,0.583,5,SLKC,DNVR
0.001,0.001,0.001,5,SNFN,KSCY
1.919,1.919,1.919,5,SCRM,SNFN
2.6220000000000003,2.6220000000000003,3.369,5,PTLD,SNFN
0.001,0.001,0.001,5,STTL,SNFN
0.583,0.583,0.001,5,SLKC,SNFN
0.652,1.2730000000000001,0.652,5,LA03,SNFN
0.772,0.772,0.772,5,SLKC,SCRM
0.748,0.748,0.001,5,STTL,PTLD
0.621,0.621,0.001,5,LA03,SLKC
1.827,1.827,1.827,5,SNDG,LA03
1.928,1.928,1.928,5,PHNX,LA03
0.001,0.001,0.001,5,PHNX,SNDG
3.229,3.229,7.149000000000002,6,CMBR,NY54
3.966,3.966,7.349,6,CHCG,NY54
1.4609999999999999,1.4609999999999999,0.745,6,PHLA,NY54
4.537,4.537,6.876,6,WASH,NY54
3.9210000000000003,3.9210000000000003,0.001,6,PHLA,CMBR
1.487,1.487,2.203,6,CLEV,CHCG
4.595,4.595,1.306,6,PHLA,CHCG
3.215,2.594,6.5329999999999995,6,STLS,CHCG
1.264,1.264,0.765,6,DNVR,CHCG
1.4,1.4,1.943,6,KSCY,CHCG
3.153,3.774,3.328,6,SNFN,CHCG
0.748,0.748,0.001,6,STTL,CHCG
0.798,0.798,1.4180000000000001,6,SLKC,CHCG
1.996,1.996,1.996,6,NSVL,CLEV
0.725,0.725,0.725,6,STLS,CLEV
0.717,0.717,0.001,6,PHLA,CLEV
2.4000000000000004,2.4000000000000004,3.0320000000000005,6,ATLN,RLGH
1.2850000000000001,1.2850000000000001,0.653,6,WASH,RLGH
3.5,3.5,3.49,6,WASH,ATLN
1.276,1.276,1.276,6,NSVL,ATLN
0.714,0.714,2.691,6,STLS,ATLN
4.94,4.94,3.5850000000000004,6,DLLS,ATLN
1.834,1.834,1.834,6,ORLD,ATLN
1.8960000000000001,1.8960000000000001,0.001,6,WASH,PHLA
0.001,0.001,0.587,6,STLS,NSVL
0.587,0.587,0.001,6,DLLS,NSVL
2.038,2.038,2.576,6,DLLS,STLS
0.001,0.001,0.001,6,KSCY,STLS
2.679,2.058,3.9899999999999998,6,LA03,STLS
0.001,0.001,0.001,6,HSTN,NWOR
1.79,1.79,1.79,6,DLLS,NWOR
0.751,0.751,0.751,6,ORLD,NWOR
0.538,0.538,0.538,6,SNAN,HSTN
0.687,0.687,0.687,6,DLLS,HSTN
0.538,0.538,0.538,6,ORLD,HSTN
0.726,0.726,0.726,6,PHNX,SNAN
2.314,2.314,2.314,6,DLLS,SNAN
3.307,3.307,1.862,6,DNVR,DLLS
0.544,0.544,0.001,6,KSCY,DLLS
3.152,3.152,1.9980000000000002,6,SNFN,DLLS
2.482,2.482,0.551,6,LA03,DLLS
0.001,0.001,0.001,6,KSCY,DNVR
0.001,0.001,0.001,6,SNFN,DNVR
0.001,0.001,0.583,6,SLKC,DNVR
0.001,0.001,0.001,6,SNFN,KSCY
2.648,2.648,2.648,6,SCRM,SNFN
2.6220000000000003,2.6220000000000003,3.369,6,PTLD,SNFN
0.001,0.001,0.001,6,STTL,SNFN
0.583,0.583,0.001,6,SLKC,SNFN
2.033,2.6540000000000004,2.033,6,LA03,SNFN
0.772,0.772,0.772,6,SLKC,SCRM
0.748,0.748,0.001,6,STTL,PTLD
0.621,0.621,0.001,6,LA03,SLKC
2.556,2.556,2.556,6,SNDG,LA03
1.928,1.928,1.928,6,PHNX,LA03
0.001,0.001,0.001,6,PHNX,SNDG
3.229,3.229,7.149000000000002,7,CMBR,NY54
3.966,3.966,7.982,7,CHCG,NY54
1.4609999999999999,1.4609999999999999,0.745,7,PHLA,NY54
4.537,4.537,7.509,7,WASH,NY54
3.9210000000000003,3.9210000000000003,0.001,7,PHLA,CMBR
1.487,1.487,2.203,7,CLEV,CHCG
5.186,5.186,1.897,7,PHLA,CHCG
4.538,3.917,8.472999999999999,7,STLS,CHCG
1.264,1.264,1.3980000000000001,7,DNVR,CHCG
1.4,1.4,1.943,7,KSCY,CHCG
3.153,3.774,3.945,7,SNFN,CHCG
0.748,0.748,0.001,7,STTL,CHCG
0.798,0.798,1.4180000000000001,7,SLKC,CHCG
1.996,2.643,2.643,7,NSVL,CLEV
2.026,1.379,1.379,7,STLS,CLEV
1.3639999999999999,1.3639999999999999,0.648,7,PHLA,CLEV
3.1320000000000006,3.1320000000000006,3.7640000000000002,7,ATLN,RLGH
1.2850000000000001,1.2850000000000001,0.653,7,WASH,RLGH
4.133,4.133,3.49,7,WASH,ATLN
1.276,1.276,1.276,7,NSVL,ATLN
1.446,1.446,3.423,7,STLS,ATLN
5.573,5.573,3.5850000000000004,7,DLLS,ATLN
1.834,1.834,1.834,7,ORLD,ATLN
1.8960000000000001,1.8960000000000001,0.001,7,WASH,PHLA
0.648,0.001,0.587,7,STLS,NSVL
0.587,0.587,0.001,7,DLLS,NSVL
2.6289999999999996,2.6289999999999996,3.167,7,DLLS,STLS
0.618,0.618,0.001,7,KSCY,STLS
3.3329999999999997,2.7119999999999997,4.644,7,LA03,STLS
0.001,0.001,0.001,7,HSTN,NWOR
2.3440000000000003,2.3440000000000003,2.3440000000000003,7,DLLS,NWOR
0.751,0.751,0.751,7,ORLD,NWOR
1.279,1.279,1.279,7,SNAN,HSTN
0.687,0.687,0.687,7,DLLS,HSTN
1.279,1.279,1.279,7,ORLD,HSTN
0.726,0.726,0.726,7,PHNX,SNAN
2.314,2.314,2.314,7,DLLS,SNAN
3.94,3.94,2.4160000000000004,7,DNVR,DLLS
0.544,0.544,0.001,7,KSCY,DLLS
3.7060000000000004,3.7060000000000004,1.9980000000000002,7,SNFN,DLLS
2.482,2.482,0.551,7,LA03,DLLS
0.001,0.001,0.001,7,KSCY,DNVR
0.001,0.001,0.001,7,SNFN,DNVR
0.001,0.001,1.137,7,SLKC,DNVR
0.618,0.618,0.001,7,SNFN,KSCY
2.648,2.648,3.237,7,SCRM,SNFN
2.6220000000000003,2.6220000000000003,3.369,7,PTLD,SNFN
0.001,0.001,0.001,7,STTL,SNFN
1.726,1.726,0.001,7,SLKC,SNFN
2.622,3.2430000000000003,2.622,7,LA03,SNFN
1.361,1.361,0.772,7,SLKC,SCRM
0.748,0.748,0.001,7,STTL,PTLD
0.621,0.621,0.001,7,LA03,SLKC
2.556,2.556,2.556,7,SNDG,LA03
2.582,2.582,2.582,7,PHNX,LA03
0.001,0.001,0.001,7,PHNX,SNDG
3.229,3.229,7.149000000000002,8,CMBR,NY54
3.966,3.966,7.982,8,CHCG,NY54
1.4609999999999999,1.4609999999999999,0.745,8,PHLA,NY54
4.537,4.537,7.509,8,WASH,NY54
3.9210000000000003,3.9210000000000003,0.001,8,PHLA,CMBR
1.487,1.487,2.203,8,CLEV,CHCG
5.776,5.776,2.487,8,PHLA,CHCG
5.128,4.507,9.062999999999999,8,STLS,CHCG
1.264,1.264,1.3980000000000001,8,DNVR,CHCG
1.4,1.4,1.943,8,KSCY,CHCG
3.153,3.774,3.945,8,SNFN,CHCG
0.748,0.748,0.001,8,STTL,CHCG
0.798,0.798,1.4180000000000001,8,SLKC,CHCG
1.996,2.643,2.643,8,NSVL,CLEV
2.026,1.379,1.379,8,STLS,CLEV
1.3639999999999999,1.3639999999999999,0.648,8,PHLA,CLEV
3.6390000000000007,3.6390000000000007,4.271,8,ATLN,RLGH
1.2850000000000001,1.2850000000000001,0.653,8,WASH,RLGH
4.892,4.892,4.2490000000000006,8,WASH,ATLN
1.276,1.276,1.276,8,NSVL,ATLN
2.888,2.205,4.182,8,STLS,ATLN
6.08,6.763,4.775,8,DLLS,ATLN
2.612,2.612,2.612,8,ORLD,ATLN
1.8960000000000001,1.8960000000000001,0.001,8,WASH,PHLA
0.648,0.001,0.587,8,STLS,NSVL
0.587,0.587,0.001,8,DLLS,NSVL
2.6289999999999996,2.6289999999999996,3.167,8,DLLS,STLS
0.618,0.618,0.001,8,KSCY,STLS
5.364999999999999,4.061,5.993,8,LA03,STLS
0.001,0.001,0.001,8,HSTN,NWOR
2.3440000000000003,2.3440000000000003,2.3440000000000003,8,DLLS,NWOR
0.751,0.751,0.751,8,ORLD,NWOR
1.279,1.279,1.279,8,SNAN,HSTN
0.687,0.687,0.687,8,DLLS,HSTN
1.279,1.279,1.279,8,ORLD,HSTN
0.726,0.726,1.409,8,PHNX,SNAN
3.0380000000000003,3.0380000000000003,3.721,8,DLLS,SNAN
3.94,3.94,2.4160000000000004,8,DNVR,DLLS
0.544,0.544,0.001,8,KSCY,DLLS
4.213,4.213,2.5050000000000003,8,SNFN,DLLS
2.482,3.165,0.551,8,LA03,DLLS
0.001,0.001,0.001,8,KSCY,DNVR
0.001,0.001,0.001,8,SNFN,DNVR
0.001,0.001,1.137,8,SLKC,DNVR
0.618,0.618,0.001,8,SNFN,KSCY
3.1550000000000002,3.1550000000000002,3.744,8,SCRM,SNFN
2.6220000000000003,2.6220000000000003,3.369,8,PTLD,SNFN
0.001,0.001,0.001,8,STTL,SNFN
1.726,1.726,0.001,8,SLKC,SNFN
2.622,3.2430000000000003,2.622,8,LA03,SNFN
1.361,1.361,0.772,8,SLKC,SCRM
0.748,0.748,0.001,8,STTL,PTLD
0.621,0.621,0.001,8,LA03,SLKC
3.315,3.315,3.315,8,SNDG,LA03
3.8549999999999995,3.8549999999999995,3.1719999999999997,8,PHNX,LA03
0.001,0.001,0.001,8,PHNX,SNDG
3.229,3.229,7.7120000000000015,9,CMBR,NY54
4.529,3.966,8.545,9,CHCG,NY54
2.024,1.4609999999999999,0.745,9,PHLA,NY54
4.537,4.537,7.509,9,WASH,NY54
4.484,4.484,0.001,9,PHLA,CMBR
2.19,1.487,2.75,9,CLEV,CHCG
5.776,6.3389999999999995,2.487,9,PHLA,CHCG
5.675,5.757,9.765999999999998,9,STLS,CHCG
1.264,1.264,1.3980000000000001,9,DNVR,CHCG
1.9629999999999999,1.9629999999999999,2.5060000000000002,9,KSCY,CHCG
3.153,3.774,3.945,9,SNFN,CHCG
1.9980000000000002,1.9980000000000002,1.251,9,STTL,CHCG
0.798,0.798,1.4180000000000001,9,SLKC,CHCG
1.996,2.643,3.19,9,NSVL,CLEV
2.7289999999999996,1.379,1.379,9,STLS,CLEV
1.3639999999999999,1.3639999999999999,0.648,9,PHLA,CLEV
4.373000000000001,4.373000000000001,5.005,9,ATLN,RLGH
1.2850000000000001,1.2850000000000001,0.653,9,WASH,RLGH
5.585,5.585,4.942,9,WASH,ATLN
1.276,1.276,1.276,9,NSVL,ATLN
3.622,2.939,5.5840000000000005,9,STLS,ATLN
6.08,6.763,4.775,9,DLLS,ATLN
2.612,2.612,3.2800000000000002,9,ORLD,ATLN
1.8960000000000001,1.8960000000000001,0.001,9,WASH,PHLA
1.195,0.548,0.587,9,STLS,NSVL
0.587,0.587,0.001,9,DLLS,NSVL
2.6289999999999996,2.6289999999999996,3.167,9,DLLS,STLS
0.618,0.618,0.001,9,KSCY,STLS
6.098999999999999,4.795,7.3950000000000005,9,LA03,STLS
0.001,0.001,0.001,9,HSTN,NWOR
2.3440000000000003,2.3440000000000003,2.3440000000000003,9,DLLS,NWOR
0.751,0.751,0.751,9,ORLD,NWOR
1.279,1.279,1.279,9,SNAN,HSTN
1.355,1.355,0.687,9,DLLS,HSTN
1.947,1.947,1.279,9,ORLD,HSTN
0.726,0.726,1.409,9,PHNX,SNAN
3.0380000000000003,3.0380000000000003,3.721,9,DLLS,SNAN
3.94,3.94,2.4160000000000004,9,DNVR,DLLS
0.544,0.544,0.001,9,KSCY,DLLS
4.213,4.213,2.5050000000000003,9,SNFN,DLLS
3.1500000000000004,3.833,0.551,9,LA03,DLLS
0.001,0.001,0.001,9,KSCY,DNVR
0.001,0.001,0.001,9,SNFN,DNVR
0.001,0.001,1.137,9,SLKC,DNVR
0.618,0.618,0.001,9,SNFN,KSCY
3.1550000000000002,3.1550000000000002,4.461,9,SCRM,SNFN
