ciclo,origem,destino,Cultural,SPF,Genético
2,DK,EE,0.4,0.001,0.4
2,DK,SE,0.645,0.645,0.645
2,DK,RU,0.001,0.001,0.001
2,PL,UA,0.001,0.001,0.001
2,PL,BY,0.862,0.862,0.862
2,PL,DE,1.206,0.862,1.206
2,PL,CZ,0.001,0.7090000000000001,0.001
2,PL,LT,0.345,0.7090000000000001,0.345
2,DE,CZ,0.381,1.048,0.381
2,DE,LU,1.2169999999999999,1.2169999999999999,1.2169999999999999
2,DE,CH,0.345,0.637,0.345
2,DE,CY,0.685,0.303,0.685
2,DE,IL,0.381,0.381,0.381
2,DE,AT,2.776,0.79,2.776
2,DE,RU,0.616,0.616,0.616
2,CZ,SK,0.381,1.756,0.381
2,LU,FR,0.001,0.001,0.001
2,FR,CH,0.001,0.32,0.001
2,FR,ES,0.001,0.001,0.001
2,FR,UK,0.001,0.32,0.001
2,CH,IT,0.345,0.956,0.345
2,CH,ES,0.001,0.001,0.001
2,IT,ES,0.001,0.001,0.001
2,IT,MT,0.345,0.345,0.345
2,IT,AT,0.293,0.001,0.293
2,IT,GR,0.316,0.635,0.316
2,MD,RO,0.7050000000000001,0.7050000000000001,0.7050000000000001
2,BG,HU,0.001,0.001,0.001
2,BG,MK,0.001,0.001,0.001
2,BG,RO,0.7050000000000001,0.7050000000000001,0.7050000000000001
2,BG,TR,0.001,0.001,0.001
2,BG,GR,1.024,1.024,1.024
2,RO,TR,0.001,0.001,0.001
2,RO,HU,0.001,0.001,0.001
2,GR,AT,0.7090000000000001,0.39,0.7090000000000001
2,CY,UK,0.383,0.001,0.383
2,IL,LT,0.001,0.001,0.001
2,ME,HR,0.7090000000000001,0.7090000000000001,0.7090000000000001
2,HU,RS,0.381,0.381,0.381
2,HU,HR,0.001,0.7090000000000001,0.001
2,HU,SK,0.763,1.471,0.763
2,SK,AT,0.6679999999999999,0.001,0.6679999999999999
2,PT,ES,0.001,0.001,0.001
2,PT,UK,0.001,0.001,0.001
2,HR,SL,0.7090000000000001,0.001,0.7090000000000001
2,SL,AT,1.109,0.401,1.109
2,LT,LV,0.345,0.744,0.345
2,IS,UK,0.001,0.001,0.001
2,IE,UK,0.7150000000000001,0.7150000000000001,0.7150000000000001
2,NO,SE,0.001,0.001,0.001
2,SE,FI,0.645,0.645,0.645
2,EE,LV,0.4,0.001,0.4
3,NL,BE,0.437,0.856,0.741
3,NL,DK,0.305,0.001,0.694
3,NL,DE,2.667,2.7649999999999997,2.278
3,NL,UK,1.327,0.667,1.023
3,NL,LT,1.013,1.048,1.013
3,BE,IE,0.001,0.42,0.305
3,DK,IS,0.001,0.001,0.001
3,DK,NO,0.303,0.303,0.303
3,DK,DE,1.977,1.578,2.366
3,DK,EE,0.7270000000000001,0.328,0.7270000000000001
3,DK,SE,0.645,0.645,0.645
3,DK,RU,0.305,0.001,0.305
3,PL,UA,0.001,0.001,0.001
3,PL,BY,0.862,0.862,0.862
3,PL,DE,1.637,1.293,1.637
3,PL,CZ,0.001,0.7090000000000001,0.001
3,PL,LT,0.345,0.7090000000000001,0.345
3,DE,CZ,0.685,1.352,0.685
3,DE,LU,1.2169999999999999,1.2169999999999999,1.2169999999999999
3,DE,CH,0.776,1.372,0.776
3,DE,CY,1.012,0.63,1.012
3,DE,IL,0.381,0.381,0.381
3,DE,AT,3.1559999999999997,1.17,3.1559999999999997
3,DE,RU,0.616,0.9199999999999999,0.616
3,CZ,SK,0.788,2.163,0.788
3,LU,FR,0.001,0.001,0.001
3,FR,CH,0.001,0.32,0.001
3,FR,ES,0.001,0.285,0.001
3,FR,UK,0.001,0.604,0.001
3,CH,IT,0.345,0.956,0.345
3,CH,ES,0.432,0.736,0.432
3,IT,ES,0.707,0.707,0.707
3,IT,MT,0.345,0.345,0.345
3,IT,AT,0.293,0.001,0.293
3,IT,GR,1.022,1.341,1.022
3,MD,RO,0.7050000000000001,0.7050000000000001,0.7050000000000001
3,BG,HU,0.001,0.001,0.001
3,BG,MK,0.381,0.381,0.381
3,BG,RO,0.9890000000000001,0.9890000000000001,0.9890000000000001
3,BG,TR,0.423,0.423,0.423
3,BG,GR,2.1100000000000003,2.1100000000000003,2.1100000000000003
3,RO,TR,0.001,0.001,0.001
3,RO,HU,0.001,0.001,0.001
3,GR,AT,1.089,0.77,1.089
3,CY,UK,0.383,0.001,0.383
3,IL,LT,0.001,0.001,0.001
3,ME,HR,0.7090000000000001,0.7090000000000001,0.7090000000000001
3,HU,RS,0.788,0.788,0.788
3,HU,HR,0.001,0.7090000000000001,0.001
3,HU,SK,1.17,1.8780000000000001,1.17
3,SK,AT,0.6679999999999999,0.001,0.6679999999999999
3,PT,ES,0.285,0.305,0.285
3,PT,UK,0.589,0.001,0.589
3,HR,SL,0.7090000000000001,0.001,0.7090000000000001
3,SL,AT,1.109,0.401,1.109
3,LT,LV,0.764,1.163,0.764
3,IS,UK,0.001,0.001,0.001
3,IE,UK,1.1340000000000001,0.7150000000000001,1.4380000000000002
3,NO,SE,0.001,0.001,0.001
3,SE,FI,0.645,0.645,0.645
3,EE,LV,0.4,0.001,0.4
4,NL,BE,0.437,1.297,0.741
4,NL,DK,0.305,0.364,0.694
4,NL,DE,2.667,3.2059999999999995,2.278
4,NL,UK,1.69,0.667,1.386
4,NL,LT,1.013,1.048,1.013
4,BE,IE,0.001,0.861,0.305
4,DK,IS,0.001,0.364,0.001
4,DK,NO,0.639,0.639,0.639
4,DK,DE,2.313,1.9140000000000001,2.702
4,DK,EE,0.7270000000000001,0.328,0.7270000000000001
4,DK,SE,0.645,0.645,0.645
4,DK,RU,0.305,0.001,0.305
4,PL,UA,0.001,0.001,0.001
4,PL,BY,0.862,0.862,0.862
4,PL,DE,1.973,1.629,1.973
4,PL,CZ,0.001,0.7090000000000001,0.001
4,PL,LT,0.345,0.7090000000000001,0.345
4,DE,CZ,0.685,1.352,0.685
4,DE,LU,1.2169999999999999,1.2169999999999999,1.2169999999999999
4,DE,CH,0.776,1.7710000000000001,0.776
4,DE,CY,1.012,0.63,1.012
4,DE,IL,0.381,0.381,0.381
4,DE,AT,3.1559999999999997,2.01,3.1559999999999997
4,DE,RU,0.616,0.9199999999999999,0.616
4,CZ,SK,0.788,2.163,0.788
4,LU,FR,0.001,0.001,0.001
4,FR,CH,0.442,0.32,0.442
4,FR,ES,0.315,0.599,0.315
4,FR,UK,0.442,0.604,0.442
4,CH,IT,1.185,0.956,1.185
4,CH,ES,0.432,0.736,0.432
4,IT,ES,0.707,0.707,0.707
4,IT,MT,0.345,0.345,0.345
4,IT,AT,0.692,0.001,0.692
4,IT,GR,1.463,1.341,1.463
4,MD,RO,1.072,1.072,1.072
4,BG,HU,0.001,0.001,0.001
4,BG,MK,0.6950000000000001,0.6950000000000001,0.6950000000000001
4,BG,RO,0.9890000000000001,1.356,0.9890000000000001
4,BG,TR,0.737,0.737,0.737
4,BG,GR,2.1100000000000003,2.4770000000000003,2.1100000000000003
4,RO,TR,0.001,0.001,0.001
4,RO,HU,0.368,0.001,0.368
4,GR,AT,1.089,1.578,1.089
4,CY,UK,0.383,0.001,0.383
4,IL,LT,0.001,0.001,0.001
4,ME,HR,0.7090000000000001,0.7090000000000001,0.7090000000000001
4,HU,RS,0.788,0.788,0.788
4,HU,HR,0.001,0.7090000000000001,0.001
4,HU,SK,1.537,1.8780000000000001,1.537
4,SK,AT,1.035,0.001,1.035
4,PT,ES,0.285,0.305,0.285
4,PT,UK,0.589,0.001,0.589
4,HR,SL,0.7090000000000001,0.001,0.7090000000000001
4,SL,AT,1.508,0.8,1.508
4,LT,LV,0.764,1.163,0.764
4,IS,UK,0.364,0.001,0.364
4,IE,UK,1.5750000000000002,0.7150000000000001,1.8790000000000002
4,NO,SE,0.001,0.001,0.001
4,SE,FI,0.645,0.645,0.645
4,EE,LV,0.4,0.001,0.4
5,NL,BE,0.437,1.708,0.741
5,NL,DK,0.305,0.364,0.694
5,NL,DE,2.957,3.9069999999999996,2.568
5,NL,UK,1.69,0.667,1.386
5,NL,LT,1.013,1.048,1.013
5,BE,IE,0.001,1.272,0.305
5,DK,IS,0.001,0.364,0.001
5,DK,NO,0.639,0.639,0.639
5,DK,DE,3.423,3.024,3.812
5,DK,EE,1.074,0.675,1.074
5,DK,SE,1.408,1.408,1.408
5,DK,RU,0.305,0.001,0.305
5,PL,UA,0.001,0.001,0.001
5,PL,BY,0.862,0.862,0.862
5,PL,DE,2.3760000000000003,2.032,2.3760000000000003
5,PL,CZ,0.43,1.1380000000000001,0.43
5,PL,LT,0.774,1.1380000000000001,0.774
5,DE,CZ,0.685,1.6420000000000001,0.685
5,DE,LU,1.2169999999999999,1.2169999999999999,1.2169999999999999
5,DE,CH,0.776,1.7710000000000001,0.776
5,DE,CY,1.012,0.63,1.012
5,DE,IL,0.381,0.381,0.381
5,DE,AT,4.153,3.1279999999999997,4.153
5,DE,RU,0.616,0.9199999999999999,0.616
5,CZ,SK,1.217,2.8819999999999997,1.217
5,LU,FR,0.001,0.001,0.001
5,FR,CH,0.853,0.32,0.853
5,FR,ES,0.315,0.599,0.315
5,FR,UK,0.853,0.604,0.853
5,CH,IT,1.596,0.956,1.596
5,CH,ES,0.432,0.736,0.432
5,IT,ES,0.707,0.707,0.707
5,IT,MT,0.345,0.345,0.345
5,IT,AT,0.692,0.001,0.692
5,IT,GR,1.874,1.341,1.874
5,MD,RO,1.487,1.487,1.487
5,BG,HU,0.001,0.001,0.001
5,BG,MK,1.5210000000000001,1.5210000000000001,1.5210000000000001
5,BG,RO,1.4040000000000001,1.7710000000000001,1.4040000000000001
5,BG,TR,0.737,0.737,0.737
5,BG,GR,2.5210000000000004,2.8880000000000003,2.5210000000000004
5,RO,TR,0.001,0.001,0.001
5,RO,HU,0.368,0.001,0.368
5,GR,AT,1.089,1.989,1.089
5,CY,UK,0.383,0.001,0.383
5,IL,LT,0.001,0.001,0.001
5,ME,HR,0.7090000000000001,0.7090000000000001,0.7090000000000001
5,HU,RS,0.788,0.788,0.788
5,HU,HR,0.43,1.1380000000000001,0.43
5,HU,SK,1.966,2.307,1.966
5,SK,AT,1.325,0.001,1.325
5,PT,ES,0.285,0.305,0.285
5,PT,UK,0.589,0.001,0.589
5,HR,SL,0.7090000000000001,0.001,0.7090000000000001
5,SL,AT,2.215,1.5070000000000001,2.215
5,LT,LV,0.764,1.163,0.764
5,IS,UK,0.364,0.001,0.364
5,IE,UK,1.9860000000000002,0.7150000000000001,2.29
5,NO,SE,0.001,0.001,0.001
5,SE,FI,1.048,1.048,1.048
5,EE,LV,0.4,0.001,0.4
6,NL,BE,0.437,1.708,0.741
6,NL,DK,0.6499999999999999,0.709,1.039
6,NL,DE,2.957,3.9069999999999996,2.568
6,NL,UK,1.69,0.667,1.386
6,NL,LT,1.013,1.048,1.013
6,BE,IE,0.001,1.272,0.305
6,DK,IS,0.001,0.364,0.001
6,DK,NO,0.639,0.639,0.639
6,DK,DE,4.222,3.823,4.611
6,DK,EE,1.074,0.675,1.074
6,DK,SE,2.1799999999999997,2.1799999999999997,2.1799999999999997
6,DK,RU,0.305,0.001,0.305
6,PL,UA,0.428,0.428,0.428
6,PL,BY,0.862,0.862,0.862
6,PL,DE,2.8030000000000004,2.459,2.8030000000000004
6,PL,CZ,0.728,1.4360000000000002,0.728
6,PL,LT,0.774,1.1380000000000001,0.774
6,DE,CZ,0.685,1.6420000000000001,0.685
6,DE,LU,1.6059999999999999,1.9369999999999998,1.6059999999999999
6,DE,CH,0.776,1.7710000000000001,0.776
6,DE,CY,1.384,1.002,1.384
6,DE,IL,0.381,0.381,0.381
6,DE,AT,4.542,3.8479999999999994,4.542
6,DE,RU,0.616,0.9199999999999999,0.616
6,CZ,SK,1.5150000000000001,3.1799999999999997,1.5150000000000001
6,LU,FR,0.001,0.332,0.001
6,FR,CH,0.853,0.32,0.853
6,FR,ES,0.646,0.599,0.646
6,FR,UK,0.853,0.604,0.853
6,CH,IT,1.596,0.956,1.596
6,CH,ES,0.432,0.736,0.432
6,IT,ES,1.038,0.707,1.038
6,IT,MT,0.345,0.345,0.345
6,IT,AT,1.023,0.001,1.023
6,IT,GR,1.874,1.341,1.874
6,MD,RO,1.487,1.487,1.487
6,BG,HU,0.001,0.001,0.001
6,BG,MK,1.5210000000000001,1.5210000000000001,1.5210000000000001
6,BG,RO,1.4040000000000001,1.7710000000000001,1.4040000000000001
6,BG,TR,0.737,0.737,0.737
6,BG,GR,2.5210000000000004,2.8880000000000003,2.5210000000000004
6,RO,TR,0.001,0.001,0.001
6,RO,HU,0.6659999999999999,0.299,0.6659999999999999
6,GR,AT,1.089,1.989,1.089
6,CY,UK,0.383,0.001,0.383
6,IL,LT,0.001,0.001,0.001
6,ME,HR,0.7090000000000001,0.7090000000000001,0.7090000000000001
6,HU,RS,0.788,0.788,0.788
6,HU,HR,0.43,1.1380000000000001,0.43
6,HU,SK,2.264,2.605,2.264
6,SK,AT,1.325,0.001,1.325
6,PT,ES,0.285,0.305,0.285
6,PT,UK,0.589,0.001,0.589
6,HR,SL,1.098,0.39,1.098
6,SL,AT,2.935,2.2270000000000003,2.935
6,LT,LV,0.764,1.163,0.764
6,IS,UK,0.364,0.001,0.364
6,IE,UK,1.9860000000000002,0.7150000000000001,2.29
6,NO,SE,0.001,0.001,0.001
6,SE,FI,1.82,1.82,1.82
6,EE,LV,0.4,0.001,0.4
7,NL,BE,0.437,1.708,0.741
7,NL,DK,0.6499999999999999,1.032,1.039
7,NL,DE,4.0,4.949999999999999,3.611
7,NL,UK,1.69,0.99,1.386
7,NL,LT,1.013,1.048,1.013
7,BE,IE,0.001,1.272,0.305
7,DK,IS,0.324,0.364,0.324
7,DK,NO,0.639,0.639,0.639
7,DK,DE,4.5440000000000005,4.145,4.933
7,DK,EE,1.3960000000000001,0.9970000000000001,1.3960000000000001
7,DK,SE,2.5029999999999997,2.5029999999999997,2.5029999999999997
7,DK,RU,0.305,0.001,0.305
7,PL,UA,0.8220000000000001,0.8220000000000001,0.8220000000000001
7,PL,BY,1.876,1.876,1.876
7,PL,DE,3.8260000000000005,3.8670000000000004,3.8260000000000005
7,PL,CZ,0.728,1.4360000000000002,0.728
7,PL,LT,1.159,1.1380000000000001,1.159
7,DE,CZ,1.04,1.997,1.04
7,DE,LU,1.6059999999999999,1.9369999999999998,1.6059999999999999
7,DE,CH,0.776,1.7710000000000001,0.776
7,DE,CY,1.384,1.002,1.384
7,DE,IL,0.381,0.766,0.381
7,DE,AT,5.199,4.505,5.199
7,DE,RU,0.616,0.9199999999999999,0.616
7,CZ,SK,1.87,3.5349999999999997,1.87
7,LU,FR,0.001,0.332,0.001
7,FR,CH,0.853,0.32,0.853
7,FR,ES,0.646,0.599,0.646
7,FR,UK,0.853,0.604,0.853
7,CH,IT,1.596,0.956,1.596
7,CH,ES,0.432,0.736,0.432
7,IT,ES,1.038,0.707,1.038
7,IT,MT,0.345,0.345,0.345
7,IT,AT,1.023,0.001,1.023
7,IT,GR,1.874,1.341,1.874
7,MD,RO,1.487,1.487,1.487
7,BG,HU,0.001,0.001,0.001
7,BG,MK,1.5210000000000001,1.5210000000000001,1.5210000000000001
7,BG,RO,1.4040000000000001,1.7710000000000001,1.4040000000000001
7,BG,TR,0.737,0.737,0.737
7,BG,GR,2.5210000000000004,2.8880000000000003,2.5210000000000004
7,RO,TR,0.001,0.001,0.001
7,RO,HU,0.6659999999999999,0.299,0.6659999999999999
7,GR,AT,1.089,1.989,1.089
7,CY,UK,0.383,0.001,0.383
7,IL,LT,0.386,0.001,0.386
7,ME,HR,1.044,1.044,1.044
7,HU,RS,0.788,0.788,0.788
7,HU,HR,0.43,1.1380000000000001,0.43
7,HU,SK,2.6189999999999998,2.96,2.6189999999999998
7,SK,AT,1.325,0.001,1.325
7,PT,ES,0.285,0.305,0.285
7,PT,UK,0.589,0.001,0.589
7,HR,SL,1.433,0.7250000000000001,1.433
7,SL,AT,3.27,2.5620000000000003,3.27
7,LT,LV,0.764,1.163,0.764
7,IS,UK,0.687,0.001,0.687
7,IE,UK,1.9860000000000002,0.7150000000000001,2.29
7,NO,SE,0.001,0.001,0.001
7,SE,FI,2.1430000000000002,2.1430000000000002,2.1430000000000002
7,EE,LV,0.4,0.001,0.4
8,NL,BE,0.806,2.388,1.1099999999999999
8,NL,DK,1.019,1.401,1.408
8,NL,DE,4.0,4.949999999999999,3.611
8,NL,UK,1.69,1.301,1.386
8,NL,LT,1.013,1.048,1.013
8,BE,IE,0.681,1.641,0.9849999999999999
8,DK,IS,0.324,0.364,0.324
8,DK,NO,1.008,1.008,1.008
8,DK,DE,4.5440000000000005,4.145,4.933
8,DK,EE,1.3960000000000001,0.9970000000000001,1.3960000000000001
8,DK,SE,2.5029999999999997,2.5029999999999997,2.5029999999999997
8,DK,RU,0.305,0.001,0.305
8,PL,UA,1.254,1.254,1.254
8,PL,BY,1.876,1.876,1.876
8,PL,DE,4.258000000000001,4.299,4.258000000000001
8,PL,CZ,1.058,1.7660000000000002,1.058
8,PL,LT,1.489,1.4680000000000002,1.489
8,DE,CZ,1.427,2.3840000000000003,1.427
8,DE,LU,2.022,2.6809999999999996,2.022
8,DE,CH,1.104,2.2030000000000003,1.104
8,DE,CY,1.384,1.002,1.384
8,DE,IL,0.7969999999999999,1.182,0.7969999999999999
8,DE,AT,5.9590000000000005,4.833,5.9590000000000005
8,DE,RU,0.616,0.9199999999999999,0.616
8,CZ,SK,2.2,3.8649999999999998,2.2
8,LU,FR,0.001,0.66,0.001
8,FR,CH,1.181,0.736,1.181
8,FR,ES,1.062,0.599,1.062
8,FR,UK,1.269,1.02,1.269
8,CH,IT,1.596,1.8039999999999998,1.596
8,CH,ES,0.432,0.736,0.432
8,IT,ES,1.454,0.707,1.454
8,IT,MT,0.345,0.345,0.345
8,IT,AT,1.4549999999999998,0.001,1.4549999999999998
8,IT,GR,1.874,1.341,1.874
8,MD,RO,1.487,1.487,1.487
8,BG,HU,0.331,0.331,0.331
8,BG,MK,1.5210000000000001,1.5210000000000001,1.5210000000000001
8,BG,RO,1.4040000000000001,1.7710000000000001,1.4040000000000001
8,BG,TR,0.737,0.737,0.737
8,BG,GR,2.5210000000000004,2.8880000000000003,2.5210000000000004
8,RO,TR,0.001,0.001,0.001
8,RO,HU,0.6659999999999999,0.299,0.6659999999999999
8,GR,AT,1.089,1.989,1.089
8,CY,UK,0.383,0.001,0.383
8,IL,LT,0.386,0.001,0.386
8,ME,HR,1.044,1.044,1.044
8,HU,RS,0.788,0.788,0.788
8,HU,HR,0.43,1.1380000000000001,0.43
8,HU,SK,3.254,3.595,3.254
8,SK,AT,1.63,0.306,1.63
8,PT,ES,0.285,0.305,0.285
8,PT,UK,0.589,0.001,0.589
8,HR,SL,1.7610000000000001,1.0530000000000002,1.7610000000000001
8,SL,AT,3.598,2.89,3.598
8,LT,LV,0.764,1.163,0.764
8,IS,UK,0.687,0.001,0.687
8,IE,UK,2.297,0.7150000000000001,2.601
8,NO,SE,0.001,0.001,0.001
8,SE,FI,2.1430000000000002,2.1430000000000002,2.1430000000000002
8,EE,LV,0.4,0.001,0.4
9,NL,BE,0.806,2.388,1.1099999999999999
9,NL,DK,1.019,1.401,1.408
9,NL,DE,4.0,4.949999999999999,3.611
9,NL,UK,1.69,1.301,1.386
9,NL,LT,1.013,1.048,1.013
9,BE,IE,0.681,1.641,0.9849999999999999
9,DK,IS,0.324,0.364,0.324
9,DK,NO,1.381,1.381,1.381
9,DK,DE,5.702000000000001,5.303,6.091
9,DK,EE,1.3960000000000001,0.9970000000000001,1.3960000000000001
9,DK,SE,3.182,3.182,3.182
9,DK,RU,0.646,0.342,0.646
9,PL,UA,1.254,1.254,1.254
9,PL,BY,1.876,1.876,1.876
9,PL,DE,4.258000000000001,4.299,4.258000000000001
9,PL,CZ,1.058,1.7660000000000002,1.058
9,PL,LT,1.489,1.4680000000000002,1.489
9,DE,CZ,1.427,2.3840000000000003,1.427
9,DE,LU,2.022,2.6809999999999996,2.022
9,DE,CH,1.477,2.9140000000000006,1.477
9,DE,CY,1.384,1.002,1.384
9,DE,IL,0.7969999999999999,1.182,0.7969999999999999
9,DE,AT,6.744000000000001,5.28,6.744000000000001
9,DE,RU,0.616,0.9199999999999999,0.616
9,CZ,SK,2.2,3.8649999999999998,2.2
9,LU,FR,0.001,0.66,0.001
9,FR,CH,1.181,0.736,1.181
9,FR,ES,1.062,0.599,1.062
9,FR,UK,1.269,1.02,1.269
9,CH,IT,1.969,2.5149999999999997,1.969
9,CH,ES,0.432,0.736,0.432
9,IT,ES,1.454,0.707,1.454
9,IT,MT,0.345,0.345,0.345
9,IT,AT,1.793,0.001,1.793
9,IT,GR,1.874,1.341,1.874
9,MD,RO,1.487,1.487,1.487
9,BG,HU,0.331,0.331,0.331
9,BG,MK,1.5210000000000001,1.5210000000000001,1.5210000000000001
9,BG,RO,1.4040000000000001,1.7710000000000001,1.4040000000000001
9,BG,TR,0.737,0.737,0.737
9,BG,GR,2.5210000000000004,2.8880000000000003,2.5210000000000004
9,RO,TR,0.001,0.001,0.001
9,RO,HU,0.6659999999999999,0.299,0.6659999999999999
9,GR,AT,1.089,1.989,1.089
9,CY,UK,0.383,0.001,0.383
9,IL,LT,0.386,0.001,0.386
9,ME,HR,1.36,1.36,1.36
9,HU,RS,0.788,0.788,0.788
9,HU,HR,0.43,1.1380000000000001,0.43
9,HU,SK,3.254,3.595,3.254
9,SK,AT,1.63,0.306,1.63
9,PT,ES,0.285,0.305,0.285
9,PT,UK,0.589,0.001,0.589
9,HR,SL,2.524,1.8160000000000003,2.524
9,SL,AT,4.361,3.653,4.361
9,LT,LV,0.764,1.163,0.764
9,IS,UK,0.687,0.001,0.687
9,IE,UK,2.297,0.7150000000000001,2.601
9,NO,SE,0.001,0.001,0.001
9,SE,FI,2.1430000000000002,2.1430000000000002,2.1430000000000002
9,EE,LV,0.4,0.001,0.4
10,NL,BE,1.088,2.67,1.392
10,NL,DK,1.019,1.401,1.408
10,NL,DE,4.282,5.9449999999999985,4.242
10,NL,UK,2.069,1.68,2.114
10,NL,LT,1.726,1.048,1.726
10,BE,IE,0.681,1.641,0.9849999999999999
10,DK,IS,0.324,0.364,0.324
10,DK,NO,1.381,1.381,1.381
10,DK,DE,5.702000000000001,5.303,6.091
10,DK,EE,1.3960000000000001,0.9970000000000001,1.3960000000000001
