Cultural,Genético,SPF,ciclo,destino,origem
0.28200000000000003,0.28200000000000003,0.28200000000000003,0,AT,SL
0.333,0.333,0.333,0,LV,LT
0.001,0.001,0.001,0,UK,IS
0.001,0.001,0.001,0,UK,IE
0.001,0.001,0.001,0,SE,NO
0.874,0.874,0.874,0,FI,SE
0.001,0.001,0.001,0,LV,EE
0.001,0.001,0.001,1,BE,NL
0.001,0.001,0.001,1,DK,NL
0.294,0.294,0.294,1,DE,NL
0.626,0.626,0.626,1,UK,NL
0.333,0.333,0.333,1,LT,NL
0.001,0.001,0.001,1,IE,BE
0.001,0.001,0.001,1,IS,DK
0.28200000000000003,0.28200000000000003,0.28200000000000003,1,NO,DK
1.9260000000000002,1.9260000000000002,1.9260000000000002,1,DE,DK
0.001,0.001,0.001,1,EE,DK
1.645,1.645,1.645,1,SE,DK
0.427,0.427,0.427,1,RU,DK
0.001,0.001,0.001,1,UA,PL
0.001,0.001,0.001,1,BY,PL
0.837,0.837,0.837,1,DE,PL
0.001,0.001,0.001,1,CZ,PL
0.45,0.45,0.45,1,LT,PL
0.001,0.001,0.294,1,CZ,DE
0.001,0.001,0.001,1,LU,DE
1.254,1.254,1.254,1,CH,DE
0.001,0.001,0.001,1,CY,DE
0.001,0.001,0.001,1,IL,DE
0.575,0.575,0.28200000000000003,1,AT,DE
0.001,0.001,0.001,1,RU,DE
0.001,0.001,0.294,1,SK,CZ
0.001,0.001,0.001,1,FR,LU
0.001,0.001,0.45,1,CH,FR
0.45,0.45,0.001,1,ES,FR
0.001,0.001,0.001,1,UK,FR
0.878,0.878,1.327,1,IT,CH
0.001,0.001,0.001,1,ES,CH
0.45,0.45,0.001,1,ES,IT
0.001,0.001,0.001,1,MT,IT
0.401,0.401,0.401,1,AT,IT
0.882,0.882,0.882,1,GR,IT
0.45,0.45,0.45,1,RO,MD
0.001,0.001,0.001,1,HU,BG
0.001,0.001,0.001,1,MK,BG
0.45,0.45,0.45,1,RO,BG
0.001,0.001,0.001,1,TR,BG
0.45,0.45,0.45,1,GR,BG
0.001,0.001,0.001,1,TR,RO
0.001,0.001,0.001,1,HU,RO
0.001,0.001,0.001,1,AT,GR
0.001,0.001,0.001,1,UK,CY
0.001,0.001,0.001,1,LT,IL
0.28200000000000003,0.28200000000000003,0.28200000000000003,1,HR,ME
0.294,0.294,0.294,1,RS,HU
0.001,0.001,0.001,1,HR,HU
0.294,0.294,0.294,1,SK,HU
0.294,0.294,0.001,1,AT,SK
0.001,0.001,0.001,1,ES,PT
0.333,0.333,0.333,1,UK,PT
0.682,0.682,0.682,1,SL,HR
0.682,0.682,0.682,1,AT,SL
0.333,0.333,0.333,1,LV,LT
0.001,0.001,0.001,1,UK,IS
0.001,0.001,0.001,1,UK,IE
0.001,0.001,0.001,1,SE,NO
0.874,0.874,0.874,1,FI,SE
0.001,0.001,0.001,1,LV,EE
0.001,0.001,0.001,2,BE,NL
0.414,0.414,0.001,2,DK,NL
0.707,0.707,0.586,2,DE,NL
0.9179999999999999,0.9179999999999999,0.9179999999999999,2,UK,NL
0.625,0.625,0.333,2,LT,NL
0.001,0.001,0.001,2,IE,BE
0.414,0.414,0.414,2,IS,DK
0.28200000000000003,0.28200000000000003,0.28200000000000003,2,NO,DK
1.9260000000000002,1.9260000000000002,2.339,2,DE,DK
0.001,0.001,0.001,2,EE,DK
1.645,1.645,1.645,2,SE,DK
0.427,0.427,0.427,2,RU,DK
0.293,0.293,0.293,2,UA,PL
0.357,0.357,0.357,2,BY,PL
1.496,1.496,1.7879999999999998,2,DE,PL
0.001,0.001,0.001,2,CZ,PL
0.742,0.742,0.45,2,LT,PL
0.001,0.001,0.294,2,CZ,DE
0.304,0.304,0.304,2,LU,DE
1.254,1.254,1.254,2,CH,DE
0.001,0.001,0.001,2,CY,DE
0.001,0.001,0.001,2,IL,DE
1.685,1.685,1.3920000000000001,2,AT,DE
0.001,0.001,0.001,2,RU,DE
0.001,0.001,0.294,2,SK,CZ
0.001,0.001,0.001,2,FR,LU
0.001,0.001,0.45,2,CH,FR
0.45,0.45,0.001,2,ES,FR
0.001,0.001,0.001,2,UK,FR
0.878,0.878,1.327,2,IT,CH
0.001,0.001,0.001,2,ES,CH
0.45,0.45,0.001,2,ES,IT
0.001,0.001,0.001,2,MT,IT
0.401,0.401,0.401,2,AT,IT
0.882,0.882,0.882,2,GR,IT
0.45,0.45,0.45,2,RO,MD
0.001,0.001,0.001,2,HU,BG
0.001,0.001,0.001,2,MK,BG
0.45,0.45,0.45,2,RO,BG
0.342,0.342,0.342,2,TR,BG
0.791,0.791,0.791,2,GR,BG
0.001,0.001,0.001,2,TR,RO
0.001,0.001,0.001,2,HU,RO
0.698,0.698,0.698,2,AT,GR
0.001,0.001,0.001,2,UK,CY
0.001,0.001,0.001,2,LT,IL
0.28200000000000003,0.28200000000000003,0.28200000000000003,2,HR,ME
0.294,0.294,0.294,2,RS,HU
0.001,0.001,0.001,2,HR,HU
0.294,0.294,0.294,2,SK,HU
0.294,0.294,0.001,2,AT,SK
0.001,0.001,0.001,2,ES,PT
0.333,0.333,0.333,2,UK,PT
0.682,0.682,0.682,2,SL,HR
1.095,1.095,1.095,2,AT,SL
0.333,0.333,0.333,2,LV,LT
0.001,0.001,0.001,2,UK,IS
0.001,0.001,0.001,2,UK,IE
0.001,0.001,0.001,2,SE,NO
0.874,0.874,0.874,2,FI,SE
0.001,0.001,0.001,2,LV,EE
0.001,0.001,0.001,3,BE,NL
0.414,0.414,0.001,3,DK,NL
1.1179999999999999,1.1179999999999999,0.9969999999999999,3,DE,NL
0.9179999999999999,0.9179999999999999,0.9179999999999999,3,UK,NL
0.625,0.625,0.333,3,LT,NL
0.001,0.001,0.001,3,IE,BE
0.414,0.414,0.414,3,IS,DK
1.019,1.019,1.019,3,NO,DK
3.1,3.1,3.513,3,DE,DK
0.001,0.001,0.001,3,EE,DK
1.645,1.645,1.645,3,SE,DK
0.427,0.427,0.427,3,RU,DK
0.6579999999999999,0.6579999999999999,0.6579999999999999,3,UA,PL
0.73,0.73,0.73,3,BY,PL
1.496,1.496,2.1529999999999996,3,DE,PL
0.001,0.001,0.001,3,CZ,PL
1.107,1.107,0.45,3,LT,PL
0.438,0.438,0.731,3,CZ,DE
0.304,0.304,0.304,3,LU,DE
1.544,1.544,1.544,3,CH,DE
0.291,0.291,0.291,3,CY,DE
0.001,0.001,0.366,3,IL,DE
2.833,2.833,2.5400000000000005,3,AT,DE
0.001,0.001,0.001,3,RU,DE
0.438,0.438,0.731,3,SK,CZ
0.001,0.001,0.001,3,FR,LU
0.001,0.001,0.45,3,CH,FR
0.45,0.45,0.001,3,ES,FR
0.001,0.001,0.001,3,UK,FR
0.878,0.878,1.327,3,IT,CH
0.001,0.001,0.001,3,ES,CH
0.45,0.45,0.001,3,ES,IT
0.284,0.284,0.284,3,MT,IT
0.401,0.401,0.401,3,AT,IT
1.165,1.165,1.165,3,GR,IT
0.45,0.45,0.45,3,RO,MD
0.284,0.284,0.284,3,HU,BG
0.001,0.001,0.001,3,MK,BG
0.45,0.45,0.45,3,RO,BG
0.342,0.342,0.342,3,TR,BG
1.074,1.074,1.074,3,GR,BG
0.001,0.001,0.001,3,TR,RO
0.001,0.001,0.001,3,HU,RO
1.369,1.369,1.369,3,AT,GR
0.001,0.001,0.001,3,UK,CY
0.366,0.366,0.001,3,LT,IL
1.072,1.072,1.072,3,HR,ME
0.9269999999999998,0.9269999999999998,0.9269999999999998,3,RS,HU
0.351,0.351,0.351,3,HR,HU
0.294,0.294,0.294,3,SK,HU
0.6679999999999999,0.6679999999999999,0.375,3,AT,SK
0.001,0.001,0.001,3,ES,PT
0.333,0.333,0.333,3,UK,PT
1.122,1.122,1.122,3,SL,HR
1.535,1.535,1.535,3,AT,SL
0.333,0.333,0.333,3,LV,LT
0.001,0.001,0.001,3,UK,IS
0.001,0.001,0.001,3,UK,IE
0.001,0.001,0.001,3,SE,NO
0.874,0.874,0.874,3,FI,SE
0.001,0.001,0.001,3,LV,EE
0.35,0.35,0.35,4,BE,NL
0.414,0.414,0.001,4,DK,NL
1.902,1.902,1.781,4,DE,NL
0.9179999999999999,0.9179999999999999,0.9179999999999999,4,UK,NL
0.625,0.625,0.333,4,LT,NL
0.001,0.001,0.001,4,IE,BE
0.414,0.414,0.414,4,IS,DK
1.019,1.019,1.019,4,NO,DK
3.1,3.1,3.513,4,DE,DK
0.001,0.001,0.001,4,EE,DK
1.645,1.645,1.645,4,SE,DK
0.427,0.427,0.427,4,RU,DK
1.043,1.043,1.043,4,UA,PL
0.73,0.73,0.73,4,BY,PL
1.862,1.862,2.5189999999999997,4,DE,PL
0.386,0.386,0.386,4,CZ,PL
1.107,1.107,0.45,4,LT,PL
1.236,0.887,0.731,4,CZ,DE
0.753,0.753,1.119,4,LU,DE
1.9100000000000001,1.9100000000000001,1.544,4,CH,DE
0.291,0.291,0.291,4,CY,DE
0.001,0.001,0.366,4,IL,DE
3.6500000000000004,3.999,4.155,4,AT,DE
0.383,0.383,0.383,4,RU,DE
1.904,1.555,1.399,4,SK,CZ
0.001,0.001,0.367,4,FR,LU
0.367,0.367,0.45,4,CH,FR
0.45,0.45,0.001,4,ES,FR
0.001,0.001,0.001,4,UK,FR
0.878,0.878,1.327,4,IT,CH
0.001,0.001,0.001,4,ES,CH
0.45,0.45,0.001,4,ES,IT
0.284,0.284,0.284,4,MT,IT
0.401,0.401,0.401,4,AT,IT
1.165,1.165,1.165,4,GR,IT
0.839,0.839,0.839,4,RO,MD
0.284,0.284,0.284,4,HU,BG
0.383,0.383,0.383,4,MK,BG
0.45,0.45,1.248,4,RO,BG
0.342,0.342,0.342,4,TR,BG
1.456,1.456,2.254,4,GR,BG
0.39,0.39,0.39,4,TR,RO
0.7989999999999999,0.7989999999999999,0.001,4,HU,RO
1.751,1.751,2.549,4,AT,GR
0.001,0.001,0.001,4,UK,CY
0.366,0.366,0.001,4,LT,IL
1.072,1.072,1.072,4,HR,ME
0.9269999999999998,0.9269999999999998,0.9269999999999998,4,RS,HU
0.351,0.351,0.351,4,HR,HU
1.76,1.76,0.962,4,SK,HU
0.6679999999999999,1.017,0.375,4,AT,SK
0.001,0.001,0.001,4,ES,PT
0.333,0.333,0.333,4,UK,PT
1.122,1.122,1.122,4,SL,HR
1.535,1.535,1.535,4,AT,SL
0.333,0.333,0.333,4,LV,LT
0.001,0.001,0.001,4,UK,IS
0.375,0.375,0.375,4,UK,IE
0.001,0.001,0.001,4,SE,NO
0.874,0.874,0.874,4,FI,SE
0.001,0.001,0.001,4,LV,EE
0.35,0.35,0.35,5,BE,NL
0.414,0.414,0.001,5,DK,NL
1.902,1.902,2.16,5,DE,NL
0.9179999999999999,0.9179999999999999,0.9179999999999999,5,UK,NL
0.625,0.625,0.712,5,LT,NL
0.001,0.001,0.001,5,IE,BE
0.414,0.414,0.414,5,IS,DK
1.019,1.019,1.019,5,NO,DK
3.486,3.486,3.899,5,DE,DK
0.387,0.387,0.387,5,EE,DK
1.645,1.645,1.645,5,SE,DK
0.427,0.427,0.427,5,RU,DK
1.043,1.043,1.043,5,UA,PL
1.116,1.116,1.116,5,BY,PL
2.248,2.248,2.905,5,DE,PL
0.386,0.386,0.386,5,CZ,PL
1.107,1.107,0.45,5,LT,PL
1.616,1.267,1.413,5,CZ,DE
1.814,1.814,2.18,5,LU,DE
1.9100000000000001,1.9100000000000001,1.544,5,CH,DE
0.291,0.291,0.291,5,CY,DE
0.38,0.38,0.366,5,IL,DE
3.9520000000000004,4.301,4.155,5,AT,DE
0.383,0.383,0.383,5,RU,DE
2.284,1.935,2.081,5,SK,CZ
0.381,0.381,0.747,5,FR,LU
0.367,0.367,0.45,5,CH,FR
0.45,0.45,0.001,5,ES,FR
0.001,0.001,0.001,5,UK,FR
0.878,0.878,1.327,5,IT,CH
0.001,0.001,0.001,5,ES,CH
0.45,0.45,0.001,5,ES,IT
0.284,0.284,0.284,5,MT,IT
0.401,0.401,0.401,5,AT,IT
1.599,1.599,1.599,5,GR,IT
0.839,0.839,0.839,5,RO,MD
0.284,0.284,0.284,5,HU,BG
0.383,0.383,0.383,5,MK,BG
0.45,0.45,1.248,5,RO,BG
0.342,0.342,0.342,5,TR,BG
1.456,1.456,2.254,5,GR,BG
0.39,0.39,0.39,5,TR,RO
0.7989999999999999,0.7989999999999999,0.001,5,HU,RO
1.751,1.751,2.549,5,AT,GR
0.001,0.001,0.001,5,UK,CY
0.745,0.745,0.001,5,LT,IL
1.072,1.072,1.072,5,HR,ME
1.2289999999999999,1.2289999999999999,1.2289999999999999,5,RS,HU
0.351,0.351,0.351,5,HR,HU
2.062,2.062,1.264,5,SK,HU
0.97,1.319,0.375,5,AT,SK
0.361,0.361,0.361,5,ES,PT
0.333,0.333,0.333,5,UK,PT
1.122,1.122,1.122,5,SL,HR
1.535,1.535,1.535,5,AT,SL
0.333,0.333,0.333,5,LV,LT
0.001,0.001,0.001,5,UK,IS
0.375,0.375,0.375,5,UK,IE
0.001,0.001,0.001,5,SE,NO
0.874,0.874,0.874,5,FI,SE
0.001,0.001,0.001,5,LV,EE
0.6459999999999999,0.6459999999999999,0.6459999999999999,6,BE,NL
0.71,0.71,0.297,6,DK,NL
1.902,1.902,2.583,6,DE,NL
0.9179999999999999,0.9179999999999999,1.341,6,UK,NL
0.625,0.625,0.712,6,LT,NL
0.001,0.001,0.001,6,IE,BE
0.414,0.414,0.414,6,IS,DK
1.4609999999999999,1.4609999999999999,1.4609999999999999,6,NO,DK
4.3,4.3,4.713,6,DE,DK
0.387,0.387,0.387,6,EE,DK
1.941,1.941,1.941,6,SE,DK
0.427,0.427,0.427,6,RU,DK
1.706,1.706,1.706,6,UA,PL
1.483,1.483,1.483,6,BY,PL
2.544,2.544,3.2009999999999996,6,DE,PL
0.386,0.386,0.386,6,CZ,PL
1.107,1.107,0.45,6,LT,PL
1.616,1.267,1.413,6,CZ,DE
1.814,1.814,2.58,6,LU,DE
1.9100000000000001,1.9100000000000001,1.544,6,CH,DE
0.714,0.714,0.291,6,CY,DE
1.048,1.048,1.0339999999999998,6,IL,DE
4.817,5.166,5.420000000000001,6,AT,DE
0.383,0.383,0.383,6,RU,DE
2.284,1.935,2.081,6,SK,CZ
0.381,0.381,1.147,6,FR,LU
0.767,0.767,0.45,6,CH,FR
0.45,0.45,0.001,6,ES,FR
0.001,0.001,0.001,6,UK,FR
1.278,1.278,1.327,6,IT,CH
0.001,0.001,0.001,6,ES,CH
0.896,0.896,0.447,6,ES,IT
0.284,0.284,0.284,6,MT,IT
0.801,0.801,0.401,6,AT,IT
1.599,1.599,1.599,6,GR,IT
0.839,0.839,0.839,6,RO,MD
0.703,0.703,0.703,6,HU,BG
0.383,0.383,0.383,6,MK,BG
0.45,0.45,1.248,6,RO,BG
0.342,0.342,0.342,6,TR,BG
1.456,1.456,2.254,6,GR,BG
0.39,0.39,0.39,6,TR,RO
0.7989999999999999,0.7989999999999999,0.001,6,HU,RO
1.751,1.751,2.549,6,AT,GR
0.424,0.424,0.001,6,UK,CY
0.745,0.745,0.001,6,LT,IL
1.495,1.495,1.495,6,HR,ME
2.076,2.076,2.076,6,RS,HU
0.351,0.351,0.351,6,HR,HU
2.4899999999999998,2.4899999999999998,1.692,6,SK,HU
0.97,1.319,0.375,6,AT,SK
0.361,0.361,0.361,6,ES,PT
0.333,0.333,0.333,6,UK,PT
1.5450000000000002,1.5450000000000002,1.5450000000000002,6,SL,HR
2.4,2.4,2.4,6,AT,SL
0.333,0.333,0.333,6,LV,LT
0.001,0.001,0.001,6,UK,IS
0.375,0.375,0.375,6,UK,IE
0.001,0.001,0.001,6,SE,NO
0.874,0.874,0.874,6,FI,SE
0.001,0.001,0.001,6,LV,EE
1.0739999999999998,1.0739999999999998,1.0739999999999998,7,BE,NL
0.71,0.71,0.297,7,DK,NL
2.33,2.33,3.011,7,DE,NL
0.9179999999999999,0.9179999999999999,1.341,7,UK,NL
0.625,0.625,0.712,7,LT,NL
0.798,0.798,0.798,7,IE,BE
0.414,0.414,0.414,7,IS,DK
1.4609999999999999,1.4609999999999999,1.4609999999999999,7,NO,DK
4.717,4.717,5.13,7,DE,DK
0.804,0.804,0.804,7,EE,DK
1.941,1.941,1.941,7,SE,DK
0.427,0.427,0.427,7,RU,DK
2.134,2.134,2.134,7,UA,PL
1.822,1.822,1.822,7,BY,PL
2.972,2.972,4.027,7,DE,PL
1.039,1.039,1.039,7,CZ,PL
1.819,1.819,0.764,7,LT,PL
2.043,1.694,1.84,7,CZ,DE
2.142,2.142,2.908,7,LU,DE
1.9100000000000001,1.9100000000000001,1.961,7,CH,DE
1.014,1.014,0.291,7,CY,DE
1.3760000000000001,1.3760000000000001,1.76,7,IL,DE
5.534,5.883,5.420000000000001,7,AT,DE
0.383,0.383,0.383,7,RU,DE
3.364,3.015,3.161,7,SK,CZ
0.381,0.381,1.147,7,FR,LU
0.767,0.767,0.75,7,CH,FR
0.45,0.45,0.001,7,ES,FR
0.001,0.001,0.301,7,UK,FR
1.278,1.278,2.044,7,IT,CH
0.001,0.001,0.001,7,ES,CH
0.896,0.896,0.447,7,ES,IT
0.284,0.284,0.284,7,MT,IT
1.218,1.218,0.401,7,AT,IT
1.599,1.599,1.899,7,GR,IT
0.839,0.839,0.839,7,RO,MD
1.017,1.017,1.017,7,HU,BG
0.383,0.383,0.383,7,MK,BG
0.45,0.45,1.248,7,RO,BG
0.956,0.956,0.956,7,TR,BG
1.756,1.756,2.554,7,GR,BG
0.39,0.39,0.39,7,TR,RO
0.7989999999999999,0.7989999999999999,0.001,7,HU,RO
2.0509999999999997,2.0509999999999997,2.549,7,AT,GR
0.724,0.724,0.001,7,UK,CY
1.143,1.143,0.001,7,LT,IL
1.495,1.495,1.495,7,HR,ME
2.415,2.415,2.415,7,RS,HU
0.351,0.351,0.351,7,HR,HU
3.57,3.57,2.772,7,SK,HU
0.97,1.319,0.375,7,AT,SK
0.361,0.361,0.361,7,ES,PT
0.333,0.333,0.333,7,UK,PT
1.5450000000000002,1.5450000000000002,1.5450000000000002,7,SL,HR
2.4,2.4,2.4,7,AT,SL
0.333,0.333,0.333,7,LV,LT
0.001,0.001,0.001,7,UK,IS
0.675,0.675,0.675,7,UK,IE
0.001,0.001,0.001,7,SE,NO
0.874,0.874,0.874,7,FI,SE
0.001,0.001,0.001,7,LV,EE
1.0739999999999998,1.0739999999999998,1.0739999999999998,8,BE,NL
1.1019999999999999,1.1019999999999999,0.6890000000000001,8,DK,NL
2.33,2.33,3.011,8,DE,NL
0.9179999999999999,0.9179999999999999,1.341,8,UK,NL
1.017,1.017,1.104,8,LT,NL
0.798,0.798,0.798,8,IE,BE
0.806,0.806,0.806,8,IS,DK
1.4609999999999999,1.4609999999999999,1.4609999999999999,8,NO,DK
5.379,5.379,5.792,8,DE,DK
0.804,0.804,0.804,8,EE,DK
2.308,2.308,2.308,8,SE,DK
0.427,0.427,0.427,8,RU,DK
2.429,2.429,2.429,8,UA,PL
2.175,2.175,2.175,8,BY,PL
3.62,3.62,4.675,8,DE,PL
1.039,1.039,1.466,8,CZ,PL
1.819,1.819,1.191,8,LT,PL
2.043,1.694,2.207,8,CZ,DE
2.495,2.495,3.261,8,LU,DE
1.9100000000000001,1.9100000000000001,1.961,8,CH,DE
1.014,1.014,0.291,8,CY,DE
1.8030000000000002,1.8030000000000002,1.76,8,IL,DE
6.327999999999999,6.677,5.420000000000001,8,AT,DE
0.383,0.383,0.383,8,RU,DE
3.364,3.015,3.955,8,SK,CZ
0.734,0.734,1.5,8,FR,LU
0.767,0.767,0.75,8,CH,FR
0.45,0.45,0.001,8,ES,FR
0.001,0.001,0.301,8,UK,FR
1.278,1.278,2.044,8,IT,CH
0.001,0.001,0.001,8,ES,CH
0.896,0.896,0.447,8,ES,IT
0.284,0.284,0.284,8,MT,IT
1.218,1.218,0.401,8,AT,IT
1.599,1.599,1.899,8,GR,IT
0.839,0.839,0.839,8,RO,MD
1.3299999999999998,1.3299999999999998,1.757,8,HU,BG
0.383,0.383,0.383,8,MK,BG
0.45,0.45,1.248,8,RO,BG
0.956,0.956,0.956,8,TR,BG
2.183,2.183,2.554,8,GR,BG
0.39,0.39,0.39,8,TR,RO
0.7989999999999999,0.7989999999999999,0.001,8,HU,RO
2.4779999999999998,2.4779999999999998,2.549,8,AT,GR
0.724,0.724,0.001,8,UK,CY
1.57,1.57,0.001,8,LT,IL
1.495,1.495,1.495,8,HR,ME
2.782,2.782,2.782,8,RS,HU
0.6639999999999999,0.6639999999999999,0.6639999999999999,8,HR,HU
3.937,3.937,3.566,8,SK,HU
1.337,1.686,0.375,8,AT,SK
0.361,0.361,0.361,8,ES,PT
0.333,0.333,0.333,8,UK,PT
1.5450000000000002,1.5450000000000002,1.5450000000000002,8,SL,HR
2.4,2.4,2.4,8,AT,SL
0.76,0.76,0.76,8,LV,LT
0.001,0.001,0.001,8,UK,IS
0.675,0.675,0.675,8,UK,IE
0.001,0.001,0.001,8,SE,NO
1.241,1.241,1.241,8,FI,SE
0.001,0.001,0.001,8,LV,EE
1.0739999999999998,1.0739999999999998,1.0739999999999998,9,BE,NL
1.1019999999999999,1.1019999999999999,0.6890000000000001,9,DK,NL
2.33,2.33,3.011,9,DE,NL
1.206,1.206,1.629,9,UK,NL
1.305,1.305,1.3920000000000001,9,LT,NL
0.798,0.798,0.798,9,IE,BE
1.5539999999999998,1.5539999999999998,1.5539999999999998,9,IS,DK
1.4609999999999999,1.4609999999999999,1.4609999999999999,9,NO,DK
5.379,5.379,5.792,9,DE,DK
1.2040000000000002,1.2040000000000002,1.2040000000000002,9,EE,DK
2.308,2.308,2.308,9,SE,DK
0.427,0.427,0.427,9,RU,DK
2.429,2.429,2.429,9,UA,PL
2.175,2.175,2.175,9,BY,PL
3.93,3.62,4.984999999999999,9,DE,PL
1.039,1.349,1.466,9,CZ,PL
1.819,1.819,1.191,9,LT,PL
2.043,2.004,2.5839999999999996,9,CZ,DE
2.495,2.495,3.701,9,LU,DE
1.9100000000000001,1.9100000000000001,2.4010000000000002,9,CH,DE
1.014,1.014,0.291,9,CY,DE
1.8030000000000002,1.8030000000000002,1.76,9,IL,DE
7.324999999999998,7.673999999999999,6.04,9,AT,DE
1.07,1.07,1.07,9,RU,DE
3.364,3.015,4.332,9,SK,CZ
1.174,1.174,1.5,9,FR,LU
1.207,1.207,0.75,9,CH,FR
0.45,0.45,0.001,9,ES,FR
0.001,0.001,0.301,9,UK,FR
1.278,1.278,2.044,9,IT,CH
0.001,0.001,0.001,9,ES,CH
0.896,0.896,0.447,9,ES,IT
0.284,0.284,0.284,9,MT,IT
1.668,1.668,0.851,9,AT,IT
1.599,1.599,1.899,9,GR,IT
0.839,0.839,0.839,9,RO,MD
1.3299999999999998,1.3299999999999998,1.757,9,HU,BG
0.383,0.383,0.383,9,MK,BG
0.45,0.45,1.248,9,RO,BG
0.956,0.956,0.956,9,TR,BG
2.183,2.183,2.554,9,GR,BG
0.39,0.39,0.39,9,TR,RO
0.7989999999999999,0.7989999999999999,0.001,9,HU,RO
2.788,2.788,2.859,9,AT,GR
0.724,0.724,0.001,9,UK,CY
1.57,1.57,0.001,9,LT,IL
1.945,1.945,1.945,9,HR,ME
3.159,3.159,3.159,9,RS,HU
0.6639999999999999,0.6639999999999999,0.6639999999999999,9,HR,HU
4.314,4.314,3.9429999999999996,9,SK,HU
1.714,2.0629999999999997,0.375,9,AT,SK
0.361,0.361,0.361,9,ES,PT
0.333,0.333,0.333,9,UK,PT
2.305,2.305,2.305,9,SL,HR
3.16,3.16,3.16,9,AT,SL
0.76,0.76,0.76,9,LV,LT
0.001,0.001,0.001,9,UK,IS
0.675,0.675,0.675,9,UK,IE
0.001,0.001,0.001,9,SE,NO
1.241,1.241,1.241,9,FI,SE
0.401,0.401,0.401,9,LV,EE
1.0739999999999998,1.0739999999999998,1.4349999999999998,10,BE,NL
1.1019999999999999,1.1019999999999999,1.05,10,DK,NL
2.763,2.763,3.808,10,DE,NL
1.206,1.206,1.9929999999999999,10,UK,NL
1.305,1.305,1.3920000000000001,10,LT,NL
0.798,0.798,1.159,10,IE,BE
1.9149999999999998,1.9149999999999998,1.5539999999999998,10,IS,DK
1.4609999999999999,1.4609999999999999,1.4609999999999999,10,NO,DK
5.379,5.379,5.792,10,DE,DK
1.5650000000000002,1.5650000000000002,1.5650000000000002,10,EE,DK
2.308,2.308,2.308,10,SE,DK
0.427,0.427,0.427,10,RU,DK
2.429,2.429,2.429,10,UA,PL
2.175,2.175,2.175,10,BY,PL
4.378,4.0680000000000005,5.433,10,DE,PL
1.039,1.349,1.466,10,CZ,PL
1.819,1.819,1.191,10,LT,PL
2.043,2.004,2.5839999999999996,10,CZ,DE
2.495,2.495,3.701,10,LU,DE
2.1990000000000003,2.1990000000000003,2.6900000000000004,10,CH,DE
1.462,1.462,0.739,10,CY,DE
1.8030000000000002,1.8030000000000002,1.76,10,IL,DE
7.757999999999998,8.107,6.837,10,AT,DE
1.359,1.359,1.359,10,RU,DE
3.364,3.015,4.332,10,SK,CZ
1.4929999999999999,1.4929999999999999,1.819,10,FR,LU
1.5710000000000002,1.5710000000000002,0.75,10,CH,FR
0.45,0.45,0.362,10,ES,FR
0.6839999999999999,0.6839999999999999,0.981,10,UK,FR
1.642,1.642,2.044,10,IT,CH
0.001,0.001,0.001,10,ES,CH
0.896,0.896,0.447,10,ES,IT
0.284,0.284,0.284,10,MT,IT
