ciclo,origem,destino,Cultural,SPF,Genético
2,CHCG,STLS,0.639,2.7479999999999998,0.9299999999999999
2,CHCG,DNVR,0.428,0.001,0.001
2,CHCG,KSCY,1.266,0.872,1.266
2,CHCG,SNFN,0.817,0.794,0.367
2,CHCG,STTL,0.754,0.95,0.595
2,CHCG,SLKC,0.841,1.6099999999999999,1.268
2,CLEV,NSVL,0.412,0.412,0.412
2,CLEV,STLS,0.451,0.451,0.451
2,CLEV,PHLA,0.001,0.001,0.001
2,RLGH,ATLN,0.001,0.001,0.001
2,RLGH,WASH,0.001,0.001,0.001
2,ATLN,WASH,0.696,0.396,0.696
2,ATLN,NSVL,0.364,0.364,0.364
2,ATLN,STLS,0.001,0.974,0.292
2,ATLN,DLLS,1.3319999999999999,0.8089999999999999,1.041
2,ATLN,ORLD,0.8089999999999999,0.7689999999999999,0.8089999999999999
2,PHLA,WASH,0.001,0.001,0.001
2,NSVL,STLS,0.001,0.001,0.001
2,NSVL,DLLS,0.001,0.001,0.001
2,STLS,DLLS,0.001,1.137,0.001
2,STLS,KSCY,0.001,0.001,0.001
2,STLS,LA03,0.794,0.794,0.794
2,NWOR,HSTN,0.001,0.001,0.001
2,NWOR,DLLS,1.1059999999999999,1.146,1.1059999999999999
2,NWOR,ORLD,0.751,0.001,0.751
2,HSTN,SNAN,0.69,0.69,0.69
2,HSTN,DLLS,0.451,0.451,0.451
2,HSTN,ORLD,0.365,0.365,0.365
2,SNAN,PHNX,0.69,0.69,0.69
2,SNAN,DLLS,0.387,0.387,0.387
2,DLLS,DNVR,0.001,0.001,0.001
2,DLLS,KSCY,0.837,0.001,0.837
2,DLLS,SNFN,1.837,0.864,1.546
2,DLLS,LA03,0.001,0.001,0.001
2,DNVR,KSCY,0.443,0.001,0.443
2,DNVR,SNFN,0.001,0.001,0.001
2,DNVR,SLKC,0.87,0.001,0.443
2,KSCY,SNFN,0.001,0.001,0.001
2,SNFN,SCRM,0.001,0.428,0.001
2,SNFN,PTLD,0.834,0.834,0.834
2,SNFN,STTL,0.647,0.451,0.806
2,SNFN,SLKC,0.328,0.001,0.328
2,SNFN,LA03,0.421,0.421,0.421
2,SCRM,SLKC,0.428,0.001,0.428
2,PTLD,STTL,0.001,0.001,0.001
2,SLKC,LA03,0.001,0.001,0.001
2,LA03,SNDG,0.794,0.34400000000000003,0.34400000000000003
2,LA03,PHNX,0.421,0.871,0.871
2,SNDG,PHNX,0.451,0.001,0.001
3,NY54,CMBR,0.716,1.059,0.716
3,NY54,CHCG,1.08,1.397,0.754
3,NY54,PHLA,0.327,0.001,0.001
3,NY54,WASH,0.301,0.001,0.301
3,CMBR,PHLA,0.782,0.439,0.782
3,CHCG,CLEV,0.778,0.778,0.778
3,CHCG,PHLA,0.34400000000000003,0.327,0.67
3,CHCG,STLS,0.999,3.1079999999999997,1.29
3,CHCG,DNVR,0.428,0.001,0.001
3,CHCG,KSCY,1.266,0.872,1.266
3,CHCG,SNFN,0.817,1.12,0.367
3,CHCG,STTL,1.44,1.31,1.281
3,CHCG,SLKC,0.841,1.6099999999999999,1.268
3,CLEV,NSVL,0.826,0.826,0.826
3,CLEV,STLS,0.451,0.451,0.451
3,CLEV,PHLA,0.439,0.439,0.439
3,RLGH,ATLN,0.001,0.001,0.001
3,RLGH,WASH,0.001,0.001,0.001
3,ATLN,WASH,0.696,0.396,0.696
3,ATLN,NSVL,0.364,0.364,0.364
3,ATLN,STLS,0.363,1.3359999999999999,0.6539999999999999
3,ATLN,DLLS,1.3319999999999999,0.8089999999999999,1.041
3,ATLN,ORLD,0.8089999999999999,0.7689999999999999,0.8089999999999999
3,PHLA,WASH,0.001,0.001,0.001
3,NSVL,STLS,0.001,0.001,0.001
3,NSVL,DLLS,0.415,0.415,0.415
3,STLS,DLLS,0.001,1.137,0.363
3,STLS,KSCY,0.001,0.001,0.001
3,STLS,LA03,1.1560000000000001,1.1560000000000001,0.794
3,NWOR,HSTN,0.001,0.001,0.001
3,NWOR,DLLS,1.8549999999999998,1.8949999999999998,1.8549999999999998
3,NWOR,ORLD,0.751,0.001,0.751
3,HSTN,SNAN,0.69,0.69,0.69
3,HSTN,DLLS,0.451,0.451,0.451
3,HSTN,ORLD,0.365,0.365,0.365
3,SNAN,PHNX,0.69,0.69,0.69
3,SNAN,DLLS,0.808,0.808,0.808
3,DLLS,DNVR,0.336,0.336,0.336
3,DLLS,KSCY,0.837,0.001,0.837
3,DLLS,SNFN,1.837,0.864,1.546
3,DLLS,LA03,0.001,0.001,0.363
3,DNVR,KSCY,0.443,0.001,0.443
3,DNVR,SNFN,0.001,0.001,0.001
3,DNVR,SLKC,1.205,0.336,0.778
3,KSCY,SNFN,0.001,0.001,0.001
3,SNFN,SCRM,0.001,0.428,0.001
3,SNFN,PTLD,0.834,1.16,0.834
3,SNFN,STTL,0.647,0.451,0.806
3,SNFN,SLKC,0.328,0.001,0.328
3,SNFN,LA03,0.724,0.724,0.724
3,SCRM,SLKC,0.428,0.001,0.428
3,PTLD,STTL,0.327,0.001,0.327
3,SLKC,LA03,0.001,0.001,0.001
3,LA03,SNDG,1.097,0.647,0.647
3,LA03,PHNX,0.421,0.871,0.871
3,SNDG,PHNX,0.451,0.001,0.001
4,NY54,CMBR,0.716,1.059,0.716
4,NY54,CHCG,1.08,1.397,0.754
4,NY54,PHLA,0.327,0.001,0.001
4,NY54,WASH,0.301,0.001,0.301
4,CMBR,PHLA,0.782,0.439,0.782
4,CHCG,CLEV,1.17,0.778,0.778
4,CHCG,PHLA,0.71,0.6930000000000001,1.036
4,CHCG,STLS,1.332,3.8329999999999997,2.015
4,CHCG,DNVR,0.428,0.001,0.001
4,CHCG,KSCY,1.266,0.872,1.266
4,CHCG,SNFN,1.209,1.512,0.759
4,CHCG,STTL,1.773,1.643,1.6139999999999999
4,CHCG,SLKC,0.841,1.6099999999999999,1.268
4,CLEV,NSVL,0.826,0.826,0.826
4,CLEV,STLS,0.843,0.451,0.451
4,CLEV,PHLA,0.439,0.439,0.439
4,RLGH,ATLN,0.001,0.001,0.001
4,RLGH,WASH,0.001,0.001,0.001
4,ATLN,WASH,0.696,0.396,0.696
4,ATLN,NSVL,0.364,0.364,0.364
4,ATLN,STLS,0.363,1.3359999999999999,0.6539999999999999
4,ATLN,DLLS,1.3319999999999999,0.8089999999999999,1.041
4,ATLN,ORLD,0.8089999999999999,0.7689999999999999,0.8089999999999999
4,PHLA,WASH,0.001,0.001,0.001
4,NSVL,STLS,0.001,0.001,0.001
4,NSVL,DLLS,0.415,0.415,0.415
4,STLS,DLLS,0.001,1.137,0.363
4,STLS,KSCY,0.001,0.001,0.001
4,STLS,LA03,1.1560000000000001,1.1560000000000001,0.794
4,NWOR,HSTN,0.001,0.001,0.001
4,NWOR,DLLS,1.8549999999999998,1.8949999999999998,1.8549999999999998
4,NWOR,ORLD,0.751,0.001,0.751
4,HSTN,SNAN,0.69,0.69,0.69
4,HSTN,DLLS,0.451,0.451,0.451
4,HSTN,ORLD,0.365,0.365,0.365
4,SNAN,PHNX,0.69,0.69,0.69
4,SNAN,DLLS,1.5590000000000002,1.5590000000000002,1.5590000000000002
4,DLLS,DNVR,0.336,0.336,0.336
4,DLLS,KSCY,1.147,0.311,1.147
4,DLLS,SNFN,2.278,1.305,1.987
4,DLLS,LA03,0.001,0.001,0.363
4,DNVR,KSCY,0.443,0.001,0.443
4,DNVR,SNFN,0.001,0.001,0.001
4,DNVR,SLKC,1.205,0.336,0.778
4,KSCY,SNFN,0.001,0.001,0.001
4,SNFN,SCRM,0.001,0.428,0.001
4,SNFN,PTLD,1.275,1.601,1.275
4,SNFN,STTL,0.647,0.451,0.806
4,SNFN,SLKC,0.328,0.001,0.328
4,SNFN,LA03,0.724,0.724,0.724
4,SCRM,SLKC,0.428,0.001,0.428
4,PTLD,STTL,0.327,0.001,0.327
4,SLKC,LA03,0.001,0.001,0.001
4,LA03,SNDG,1.097,0.647,0.647
4,LA03,PHNX,0.421,0.871,0.871
4,SNDG,PHNX,0.451,0.001,0.001
5,NY54,CMBR,1.024,1.367,1.024
5,NY54,CHCG,1.6920000000000002,2.009,1.366
5,NY54,PHLA,0.327,0.001,0.001
5,NY54,WASH,0.605,0.305,0.605
5,CMBR,PHLA,0.782,0.439,0.782
5,CHCG,CLEV,1.17,0.778,0.778
5,CHCG,PHLA,1.136,1.119,1.462
5,CHCG,STLS,1.332,4.2589999999999995,2.015
5,CHCG,DNVR,0.854,0.001,0.427
5,CHCG,KSCY,1.266,0.872,1.266
5,CHCG,SNFN,1.5170000000000001,1.82,1.067
5,CHCG,STTL,1.773,1.643,1.6139999999999999
5,CHCG,SLKC,1.145,1.914,1.572
5,CLEV,NSVL,0.826,0.826,0.826
5,CLEV,STLS,0.843,0.451,0.451
5,CLEV,PHLA,0.439,0.439,0.439
5,RLGH,ATLN,0.001,0.001,0.001
5,RLGH,WASH,0.305,0.305,0.305
5,ATLN,WASH,1.143,0.843,1.143
5,ATLN,NSVL,0.743,0.743,0.743
5,ATLN,STLS,0.363,1.3359999999999999,0.6539999999999999
5,ATLN,DLLS,1.779,1.256,1.488
5,ATLN,ORLD,0.8089999999999999,0.7689999999999999,0.8089999999999999
5,PHLA,WASH,0.001,0.001,0.001
5,NSVL,STLS,0.001,0.001,0.001
5,NSVL,DLLS,0.415,0.415,0.415
5,STLS,DLLS,0.001,1.563,0.363
5,STLS,KSCY,0.001,0.001,0.001
5,STLS,LA03,1.1560000000000001,1.1560000000000001,0.794
5,NWOR,HSTN,0.001,0.001,0.001
5,NWOR,DLLS,1.8549999999999998,1.8949999999999998,1.8549999999999998
5,NWOR,ORLD,0.751,0.001,0.751
5,HSTN,SNAN,0.69,0.69,0.69
5,HSTN,DLLS,1.203,1.203,1.203
5,HSTN,ORLD,0.365,0.365,0.365
5,SNAN,PHNX,0.69,0.69,0.69
5,SNAN,DLLS,2.0060000000000002,2.0060000000000002,2.0060000000000002
5,DLLS,DNVR,0.762,0.336,0.762
5,DLLS,KSCY,1.147,0.311,1.147
5,DLLS,SNFN,2.278,1.305,1.987
5,DLLS,LA03,0.001,0.001,0.363
5,DNVR,KSCY,0.443,0.001,0.443
5,DNVR,SNFN,0.001,0.001,0.001
5,DNVR,SLKC,1.205,0.336,0.778
5,KSCY,SNFN,0.001,0.001,0.001
5,SNFN,SCRM,0.001,0.428,0.001
5,SNFN,PTLD,1.275,1.909,1.583
5,SNFN,STTL,0.9550000000000001,0.451,0.806
5,SNFN,SLKC,0.328,0.001,0.328
5,SNFN,LA03,1.028,1.028,1.028
5,SCRM,SLKC,0.428,0.001,0.428
5,PTLD,STTL,0.635,0.001,0.327
5,SLKC,LA03,0.001,0.001,0.001
5,LA03,SNDG,1.097,0.647,0.647
5,LA03,PHNX,0.421,0.871,0.871
5,SNDG,PHNX,0.451,0.001,0.001
6,NY54,CMBR,1.024,1.367,1.024
6,NY54,CHCG,2.024,2.3409999999999997,1.6980000000000002
6,NY54,PHLA,0.327,0.001,0.001
6,NY54,WASH,0.605,0.305,0.605
6,CMBR,PHLA,0.782,0.439,0.782
6,CHCG,CLEV,1.17,0.778,0.778
6,CHCG,PHLA,1.136,1.119,1.462
6,CHCG,STLS,1.6640000000000001,4.590999999999999,2.015
6,CHCG,DNVR,0.854,0.001,0.427
6,CHCG,KSCY,1.266,0.872,1.266
6,CHCG,SNFN,1.5170000000000001,1.82,1.067
6,CHCG,STTL,1.773,1.643,1.6139999999999999
6,CHCG,SLKC,1.145,1.914,1.9040000000000001
6,CLEV,NSVL,1.242,1.242,0.826
6,CLEV,STLS,0.843,0.451,0.867
6,CLEV,PHLA,0.439,0.439,0.439
6,RLGH,ATLN,0.001,0.001,0.001
6,RLGH,WASH,0.305,0.305,0.305
6,ATLN,WASH,1.143,0.843,1.143
6,ATLN,NSVL,1.159,1.159,0.743
6,ATLN,STLS,0.363,1.3359999999999999,1.0699999999999998
6,ATLN,DLLS,1.779,1.256,1.488
6,ATLN,ORLD,1.2249999999999999,1.1849999999999998,1.2249999999999999
6,PHLA,WASH,0.001,0.001,0.001
6,NSVL,STLS,0.001,0.001,0.001
6,NSVL,DLLS,0.415,0.415,0.415
6,STLS,DLLS,0.001,1.563,0.363
6,STLS,KSCY,0.001,0.001,0.001
6,STLS,LA03,1.4880000000000002,1.4880000000000002,0.794
6,NWOR,HSTN,0.001,0.001,0.001
6,NWOR,DLLS,2.135,2.175,2.135
6,NWOR,ORLD,0.751,0.001,0.751
6,HSTN,SNAN,0.69,0.69,0.69
6,HSTN,DLLS,1.203,1.203,1.203
6,HSTN,ORLD,0.365,0.365,0.365
6,SNAN,PHNX,1.0779999999999998,0.69,1.0779999999999998
6,SNAN,DLLS,2.0060000000000002,2.394,2.0060000000000002
6,DLLS,DNVR,0.762,0.336,0.762
6,DLLS,KSCY,1.147,0.311,1.147
6,DLLS,SNFN,2.558,1.585,2.2670000000000003
6,DLLS,LA03,0.331,0.7190000000000001,0.6930000000000001
6,DNVR,KSCY,0.443,0.001,0.443
6,DNVR,SNFN,0.001,0.001,0.001
6,DNVR,SLKC,1.205,0.336,0.778
6,KSCY,SNFN,0.001,0.001,0.001
6,SNFN,SCRM,0.001,0.428,0.001
6,SNFN,PTLD,1.555,2.189,1.863
6,SNFN,STTL,0.9550000000000001,0.451,0.806
6,SNFN,SLKC,0.328,0.001,0.328
6,SNFN,LA03,1.028,1.028,1.028
6,SCRM,SLKC,0.428,0.001,0.428
6,PTLD,STTL,0.635,0.001,0.327
6,SLKC,LA03,0.001,0.001,0.333
6,LA03,SNDG,1.427,0.9770000000000001,0.9770000000000001
6,LA03,PHNX,1.141,1.203,1.5910000000000002
6,SNDG,PHNX,0.451,0.001,0.001
7,NY54,CMBR,1.024,2.137,1.024
7,NY54,CHCG,2.024,2.783,1.6980000000000002
7,NY54,PHLA,0.327,0.001,0.001
7,NY54,WASH,0.605,0.633,0.605
7,CMBR,PHLA,1.552,0.439,1.552
7,CHCG,CLEV,1.17,0.778,0.778
7,CHCG,PHLA,1.5779999999999998,1.119,1.904
7,CHCG,STLS,1.6640000000000001,4.590999999999999,2.015
7,CHCG,DNVR,0.854,0.001,0.427
7,CHCG,KSCY,1.266,0.872,1.266
7,CHCG,SNFN,1.5170000000000001,1.82,1.067
7,CHCG,STTL,1.773,1.643,1.6139999999999999
7,CHCG,SLKC,1.145,1.914,1.9040000000000001
7,CLEV,NSVL,1.242,1.242,0.826
7,CLEV,STLS,0.843,0.451,0.867
7,CLEV,PHLA,0.439,0.439,0.439
7,RLGH,ATLN,0.001,0.001,0.001
7,RLGH,WASH,0.305,0.305,0.305
7,ATLN,WASH,1.471,1.171,1.471
7,ATLN,NSVL,1.159,1.159,0.743
7,ATLN,STLS,0.363,1.3359999999999999,1.0699999999999998
7,ATLN,DLLS,1.779,1.256,1.488
7,ATLN,ORLD,1.553,1.513,1.553
7,PHLA,WASH,0.329,0.001,0.329
7,NSVL,STLS,0.001,0.001,0.001
7,NSVL,DLLS,1.236,1.236,1.236
7,STLS,DLLS,0.001,1.563,0.363
7,STLS,KSCY,0.001,0.001,0.001
7,STLS,LA03,1.4880000000000002,1.4880000000000002,0.794
7,NWOR,HSTN,0.001,0.001,0.001
7,NWOR,DLLS,2.8459999999999996,2.8859999999999997,2.8459999999999996
7,NWOR,ORLD,0.751,0.001,0.751
7,HSTN,SNAN,0.69,0.69,0.69
7,HSTN,DLLS,1.203,1.203,1.203
7,HSTN,ORLD,0.365,0.365,0.365
7,SNAN,PHNX,1.0779999999999998,0.69,1.0779999999999998
7,SNAN,DLLS,2.0060000000000002,2.394,2.0060000000000002
7,DLLS,DNVR,0.762,0.734,1.1600000000000001
7,DLLS,KSCY,1.545,0.311,1.147
7,DLLS,SNFN,3.6919999999999997,2.719,3.4010000000000002
7,DLLS,LA03,0.331,0.7190000000000001,0.6930000000000001
7,DNVR,KSCY,0.841,0.001,0.443
7,DNVR,SNFN,0.001,0.001,0.001
7,DNVR,SLKC,1.205,0.336,0.778
7,KSCY,SNFN,0.001,0.001,0.001
7,SNFN,SCRM,0.728,1.155,0.728
7,SNFN,PTLD,1.555,2.189,1.863
7,SNFN,STTL,1.362,0.858,1.213
7,SNFN,SLKC,0.328,0.001,0.328
7,SNFN,LA03,1.028,1.028,1.028
7,SCRM,SLKC,0.428,0.001,0.428
7,PTLD,STTL,0.635,0.001,0.327
7,SLKC,LA03,0.001,0.001,0.333
7,LA03,SNDG,1.427,0.9770000000000001,0.9770000000000001
7,LA03,PHNX,1.141,1.203,1.5910000000000002
7,SNDG,PHNX,0.451,0.001,0.001
8,NY54,CMBR,1.74,3.7180000000000004,1.74
8,NY54,CHCG,2.446,3.623,2.12
8,NY54,PHLA,0.327,0.001,0.001
8,NY54,WASH,0.899,1.374,0.899
8,CMBR,PHLA,2.4170000000000003,0.439,2.4170000000000003
8,CHCG,CLEV,1.17,0.778,0.778
8,CHCG,PHLA,2.443,1.119,2.769
8,CHCG,STLS,1.6640000000000001,5.430999999999999,2.015
8,CHCG,DNVR,1.723,0.001,1.296
8,CHCG,KSCY,1.684,0.872,1.684
8,CHCG,SNFN,1.5170000000000001,1.82,1.067
8,CHCG,STTL,1.773,1.643,1.6139999999999999
8,CHCG,SLKC,1.145,1.914,1.9040000000000001
8,CLEV,NSVL,1.242,1.242,0.826
8,CLEV,STLS,0.843,0.451,0.867
8,CLEV,PHLA,0.439,0.439,0.439
8,RLGH,ATLN,0.001,0.001,0.001
8,RLGH,WASH,0.305,0.305,0.305
8,ATLN,WASH,1.7650000000000001,1.9120000000000001,1.7650000000000001
8,ATLN,NSVL,1.159,1.159,0.743
8,ATLN,STLS,0.363,1.3359999999999999,1.0699999999999998
8,ATLN,DLLS,2.073,1.997,1.782
8,ATLN,ORLD,1.553,1.513,1.553
8,PHLA,WASH,0.329,0.001,0.329
8,NSVL,STLS,0.001,0.001,0.001
8,NSVL,DLLS,1.236,1.236,1.236
8,STLS,DLLS,0.001,2.403,0.363
8,STLS,KSCY,0.001,0.001,0.001
8,STLS,LA03,1.4880000000000002,1.4880000000000002,0.794
8,NWOR,HSTN,0.001,0.001,0.001
8,NWOR,DLLS,3.2929999999999997,3.3329999999999997,3.2929999999999997
8,NWOR,ORLD,0.751,0.001,0.751
8,HSTN,SNAN,0.69,0.69,1.0739999999999998
8,HSTN,DLLS,1.203,1.203,1.5870000000000002
8,HSTN,ORLD,0.365,0.365,0.365
8,SNAN,PHNX,1.0779999999999998,0.69,1.0779999999999998
8,SNAN,DLLS,3.5240000000000005,3.9120000000000004,3.1400000000000006
8,DLLS,DNVR,1.631,0.734,2.029
8,DLLS,KSCY,1.9629999999999999,0.311,1.565
8,DLLS,SNFN,4.076,3.1029999999999998,3.785
8,DLLS,LA03,0.331,0.7190000000000001,0.6930000000000001
8,DNVR,KSCY,0.841,0.001,0.443
8,DNVR,SNFN,0.001,0.001,0.001
8,DNVR,SLKC,1.205,0.336,0.778
8,KSCY,SNFN,0.001,0.001,0.001
8,SNFN,SCRM,1.015,1.442,1.015
8,SNFN,PTLD,1.939,2.573,2.247
8,SNFN,STTL,1.362,0.858,1.213
8,SNFN,SLKC,0.328,0.001,0.328
8,SNFN,LA03,1.028,1.028,1.028
8,SCRM,SLKC,0.428,0.001,0.428
8,PTLD,STTL,0.9710000000000001,0.337,0.663
8,SLKC,LA03,0.001,0.001,0.333
8,LA03,SNDG,1.427,0.9770000000000001,0.9770000000000001
8,LA03,PHNX,1.141,1.203,1.5910000000000002
8,SNDG,PHNX,0.451,0.001,0.001
9,NY54,CMBR,2.439,4.417000000000001,2.439
9,NY54,CHCG,3.484,4.6610000000000005,3.158
9,NY54,PHLA,0.327,0.001,0.001
9,NY54,WASH,0.899,1.374,0.899
9,CMBR,PHLA,2.4170000000000003,0.439,2.4170000000000003
9,CHCG,CLEV,1.17,0.778,0.778
9,CHCG,PHLA,2.443,1.119,2.769
9,CHCG,STLS,2.395,6.162,2.746
9,CHCG,DNVR,1.723,0.001,1.296
9,CHCG,KSCY,2.052,1.24,2.052
9,CHCG,SNFN,2.2270000000000003,2.5300000000000002,1.777
9,CHCG,STTL,2.165,2.035,2.006
9,CHCG,SLKC,1.145,1.914,1.9040000000000001
9,CLEV,NSVL,1.242,1.242,0.826
9,CLEV,STLS,0.843,0.451,0.867
9,CLEV,PHLA,0.439,0.439,0.439
9,RLGH,ATLN,0.001,0.001,0.001
9,RLGH,WASH,0.305,0.305,0.305
9,ATLN,WASH,1.7650000000000001,1.9120000000000001,1.7650000000000001
9,ATLN,NSVL,1.159,1.159,0.743
9,ATLN,STLS,0.363,1.3359999999999999,1.0699999999999998
9,ATLN,DLLS,2.073,1.997,1.782
9,ATLN,ORLD,1.553,1.513,1.553
9,PHLA,WASH,0.329,0.001,0.329
9,NSVL,STLS,0.001,0.001,0.001
9,NSVL,DLLS,1.236,1.236,1.236
9,STLS,DLLS,0.001,2.403,0.363
9,STLS,KSCY,0.001,0.001,0.001
9,STLS,LA03,1.4880000000000002,1.4880000000000002,0.794
9,NWOR,HSTN,0.001,0.449,0.001
9,NWOR,DLLS,4.46,4.052,4.46
9,NWOR,ORLD,0.751,0.001,0.751
9,HSTN,SNAN,0.69,1.138,1.0739999999999998
9,HSTN,DLLS,1.203,1.203,1.5870000000000002
9,HSTN,ORLD,0.365,0.365,0.365
9,SNAN,PHNX,1.3929999999999998,1.005,1.3929999999999998
9,SNAN,DLLS,3.9720000000000004,3.9120000000000004,3.5880000000000005
9,DLLS,DNVR,1.631,0.734,2.029
9,DLLS,KSCY,1.9629999999999999,0.311,1.565
9,DLLS,SNFN,4.51,3.537,4.219
9,DLLS,LA03,0.616,1.004,0.978
9,DNVR,KSCY,0.841,0.001,0.443
9,DNVR,SNFN,0.001,0.001,0.001
9,DNVR,SLKC,1.205,0.336,0.778
9,KSCY,SNFN,0.001,0.001,0.001
9,SNFN,SCRM,1.8279999999999998,2.255,1.8279999999999998
9,SNFN,PTLD,1.939,2.573,2.247
9,SNFN,STTL,1.362,0.858,1.213
9,SNFN,SLKC,0.328,0.001,0.328
