Cultural,Genético,SPF,ciclo,destino,origem
0.001,0.001,0.001,3,STLS,NSVL
0.001,0.001,0.073,3,DLLS,NSVL
0.073,0.073,0.001,3,DLLS,STLS
0.001,0.001,0.093,3,KSCY,STLS
0.077,0.077,0.077,3,LA03,STLS
0.001,0.001,0.001,3,HSTN,NWOR
0.001,0.001,0.001,3,DLLS,NWOR
0.001,0.001,0.001,3,ORLD,NWOR
0.001,0.001,0.001,3,SNAN,HSTN
0.43000000000000005,0.43000000000000005,0.43000000000000005,3,DLLS,HSTN
0.148,0.148,0.148,3,ORLD,HSTN
0.125,0.125,0.266,3,PHNX,SNAN
0.001,0.001,0.142,3,DLLS,SNAN
0.142,0.142,0.142,3,DNVR,DLLS
0.352,0.352,0.26,3,KSCY,DLLS
0.21300000000000002,0.21300000000000002,0.083,3,SNFN,DLLS
0.22999999999999998,0.22999999999999998,0.089,3,LA03,DLLS
0.093,0.093,0.093,3,KSCY,DNVR
0.001,0.001,0.001,3,SNFN,DNVR
0.001,0.001,0.001,3,SLKC,DNVR
0.001,0.001,0.001,3,SNFN,KSCY
0.199,0.199,0.199,3,SCRM,SNFN
0.235,0.235,0.334,3,PTLD,SNFN
0.134,0.134,0.134,3,STTL,SNFN
0.105,0.105,0.105,3,SLKC,SNFN
0.067,0.067,0.067,3,LA03,SNFN
0.001,0.001,0.001,3,SLKC,SCRM
0.33399999999999996,0.33399999999999996,0.235,3,STTL,PTLD
0.001,0.001,0.001,3,LA03,SLKC
0.001,0.001,0.001,3,SNDG,LA03
0.208,0.208,0.067,3,PHNX,LA03
0.125,0.125,0.125,3,PHNX,SNDG
0.06,0.06,0.06,4,CMBR,NY54
0.191,0.191,0.354,4,CHCG,NY54
0.001,0.001,0.001,4,PHLA,NY54
0.134,0.134,0.297,4,WASH,NY54
0.121,0.121,0.121,4,PHLA,CMBR
0.1,0.1,0.1,4,CLEV,CHCG
0.139,0.139,0.139,4,PHLA,CHCG
0.215,0.215,0.258,4,STLS,CHCG
0.193,0.193,0.117,4,DNVR,CHCG
0.142,0.142,0.142,4,KSCY,CHCG
0.133,0.133,0.362,4,SNFN,CHCG
0.20700000000000002,0.20700000000000002,0.108,4,STTL,CHCG
0.204,0.204,0.204,4,SLKC,CHCG
0.11,0.11,0.182,4,NSVL,CLEV
0.149,0.149,0.077,4,STLS,CLEV
0.001,0.001,0.001,4,PHLA,CLEV
0.108,0.108,0.075,4,ATLN,RLGH
0.075,0.075,0.108,4,WASH,RLGH
0.19,0.19,0.06,4,WASH,ATLN
0.001,0.001,0.001,4,NSVL,ATLN
0.194,0.194,0.253,4,STLS,ATLN
0.223,0.223,0.001,4,DLLS,ATLN
0.179,0.179,0.179,4,ORLD,ATLN
0.001,0.001,0.001,4,WASH,PHLA
0.001,0.001,0.001,4,STLS,NSVL
0.001,0.001,0.073,4,DLLS,NSVL
0.073,0.073,0.077,4,DLLS,STLS
0.001,0.001,0.093,4,KSCY,STLS
0.077,0.077,0.077,4,LA03,STLS
0.001,0.001,0.001,4,HSTN,NWOR
0.001,0.001,0.001,4,DLLS,NWOR
0.001,0.001,0.001,4,ORLD,NWOR
0.001,0.001,0.001,4,SNAN,HSTN
0.506,0.506,0.506,4,DLLS,HSTN
0.148,0.148,0.148,4,ORLD,HSTN
0.125,0.125,0.266,4,PHNX,SNAN
0.001,0.001,0.142,4,DLLS,SNAN
0.21799999999999997,0.21799999999999997,0.142,4,DNVR,DLLS
0.352,0.352,0.26,4,KSCY,DLLS
0.21300000000000002,0.21300000000000002,0.083,4,SNFN,DLLS
0.22999999999999998,0.22999999999999998,0.089,4,LA03,DLLS
0.093,0.093,0.093,4,KSCY,DNVR
0.001,0.001,0.001,4,SNFN,DNVR
0.001,0.001,0.001,4,SLKC,DNVR
0.001,0.001,0.001,4,SNFN,KSCY
0.273,0.273,0.273,4,SCRM,SNFN
0.235,0.235,0.334,4,PTLD,SNFN
0.134,0.134,0.134,4,STTL,SNFN
0.105,0.105,0.105,4,SLKC,SNFN
0.067,0.067,0.067,4,LA03,SNFN
0.001,0.001,0.001,4,SLKC,SCRM
0.33399999999999996,0.33399999999999996,0.235,4,STTL,PTLD
0.001,0.001,0.001,4,LA03,SLKC
0.001,0.001,0.001,4,SNDG,LA03
0.208,0.208,0.067,4,PHNX,LA03
0.125,0.125,0.125,4,PHNX,SNDG
0.06,0.06,0.181,5,CMBR,NY54
0.318,0.318,0.602,5,CHCG,NY54
0.001,0.001,0.001,5,PHLA,NY54
0.134,0.134,0.297,5,WASH,NY54
0.242,0.242,0.121,5,PHLA,CMBR
0.1,0.1,0.1,5,CLEV,CHCG
0.26,0.26,0.139,5,PHLA,CHCG
0.49,0.49,0.533,5,STLS,CHCG
0.193,0.193,0.117,5,DNVR,CHCG
0.142,0.142,0.142,5,KSCY,CHCG
0.133,0.133,0.362,5,SNFN,CHCG
0.20700000000000002,0.20700000000000002,0.108,5,STTL,CHCG
0.32499999999999996,0.32499999999999996,0.32499999999999996,5,SLKC,CHCG
0.11,0.11,0.182,5,NSVL,CLEV
0.149,0.149,0.077,5,STLS,CLEV
0.001,0.001,0.001,5,PHLA,CLEV
0.211,0.211,0.178,5,ATLN,RLGH
0.075,0.075,0.108,5,WASH,RLGH
0.19,0.19,0.06,5,WASH,ATLN
0.001,0.001,0.001,5,NSVL,ATLN
0.44499999999999995,0.44499999999999995,0.504,5,STLS,ATLN
0.223,0.223,0.001,5,DLLS,ATLN
0.32699999999999996,0.32699999999999996,0.32699999999999996,5,ORLD,ATLN
0.001,0.001,0.001,5,WASH,PHLA
0.001,0.001,0.001,5,STLS,NSVL
0.001,0.001,0.073,5,DLLS,NSVL
0.2,0.2,0.20400000000000001,5,DLLS,STLS
0.001,0.001,0.093,5,KSCY,STLS
0.18,0.18,0.18,5,LA03,STLS
0.001,0.001,0.001,5,HSTN,NWOR
0.001,0.001,0.001,5,DLLS,NWOR
0.001,0.001,0.001,5,ORLD,NWOR
0.001,0.001,0.001,5,SNAN,HSTN
0.633,0.633,0.633,5,DLLS,HSTN
0.148,0.148,0.148,5,ORLD,HSTN
0.125,0.125,0.266,5,PHNX,SNAN
0.001,0.001,0.142,5,DLLS,SNAN
0.21799999999999997,0.21799999999999997,0.142,5,DNVR,DLLS
0.352,0.352,0.26,5,KSCY,DLLS
0.21300000000000002,0.21300000000000002,0.083,5,SNFN,DLLS
0.22999999999999998,0.22999999999999998,0.089,5,LA03,DLLS
0.093,0.093,0.093,5,KSCY,DNVR
0.001,0.001,0.001,5,SNFN,DNVR
0.001,0.001,0.001,5,SLKC,DNVR
0.127,0.127,0.127,5,SNFN,KSCY
0.273,0.273,0.273,5,SCRM,SNFN
0.361,0.361,0.46,5,PTLD,SNFN
0.197,0.197,0.197,5,STTL,SNFN
0.105,0.105,0.105,5,SLKC,SNFN
0.067,0.067,0.067,5,LA03,SNFN
0.001,0.001,0.001,5,SLKC,SCRM
0.33399999999999996,0.33399999999999996,0.235,5,STTL,PTLD
0.001,0.001,0.001,5,LA03,SLKC
0.104,0.104,0.104,5,SNDG,LA03
0.208,0.208,0.067,5,PHNX,LA03
0.125,0.125,0.125,5,PHNX,SNDG
0.06,0.06,0.181,6,CMBR,NY54
0.423,0.423,0.707,6,CHCG,NY54
0.001,0.001,0.001,6,PHLA,NY54
0.134,0.134,0.297,6,WASH,NY54
0.242,0.242,0.121,6,PHLA,CMBR
0.1,0.1,0.1,6,CLEV,CHCG
0.332,0.332,0.21100000000000002,6,PHLA,CHCG
0.543,0.543,0.6910000000000001,6,STLS,CHCG
0.193,0.193,0.117,6,DNVR,CHCG
0.142,0.142,0.142,6,KSCY,CHCG
0.133,0.133,0.487,6,SNFN,CHCG
0.26,0.26,0.108,6,STTL,CHCG
0.5019999999999999,0.5019999999999999,0.32499999999999996,6,SLKC,CHCG
0.11,0.11,0.182,6,NSVL,CLEV
0.149,0.149,0.077,6,STLS,CLEV
0.001,0.001,0.001,6,PHLA,CLEV
0.211,0.211,0.178,6,ATLN,RLGH
0.075,0.075,0.108,6,WASH,RLGH
0.19,0.19,0.06,6,WASH,ATLN
0.001,0.001,0.001,6,NSVL,ATLN
0.44499999999999995,0.44499999999999995,0.504,6,STLS,ATLN
0.223,0.223,0.001,6,DLLS,ATLN
0.32699999999999996,0.32699999999999996,0.32699999999999996,6,ORLD,ATLN
0.001,0.001,0.001,6,WASH,PHLA
0.001,0.001,0.001,6,STLS,NSVL
0.001,0.001,0.073,6,DLLS,NSVL
0.2,0.2,0.20400000000000001,6,DLLS,STLS
0.106,0.106,0.198,6,KSCY,STLS
0.18,0.18,0.285,6,LA03,STLS
0.001,0.001,0.001,6,HSTN,NWOR
0.001,0.001,0.001,6,DLLS,NWOR
0.001,0.001,0.001,6,ORLD,NWOR
0.001,0.001,0.001,6,SNAN,HSTN
0.633,0.633,0.633,6,DLLS,HSTN
0.148,0.148,0.148,6,ORLD,HSTN
0.125,0.125,0.266,6,PHNX,SNAN
0.001,0.001,0.142,6,DLLS,SNAN
0.27999999999999997,0.27999999999999997,0.204,6,DNVR,DLLS
0.352,0.352,0.26,6,KSCY,DLLS
0.21300000000000002,0.21300000000000002,0.083,6,SNFN,DLLS
0.22999999999999998,0.22999999999999998,0.089,6,LA03,DLLS
0.093,0.093,0.093,6,KSCY,DNVR
0.001,0.001,0.001,6,SNFN,DNVR
0.001,0.001,0.001,6,SLKC,DNVR
0.127,0.127,0.127,6,SNFN,KSCY
0.273,0.273,0.34500000000000003,6,SCRM,SNFN
0.361,0.361,0.513,6,PTLD,SNFN
0.197,0.197,0.197,6,STTL,SNFN
0.105,0.105,0.105,6,SLKC,SNFN
0.067,0.067,0.067,6,LA03,SNFN
0.073,0.073,0.001,6,SLKC,SCRM
0.38699999999999996,0.38699999999999996,0.235,6,STTL,PTLD
0.106,0.106,0.001,6,LA03,SLKC
0.104,0.104,0.104,6,SNDG,LA03
0.313,0.313,0.172,6,PHNX,LA03
0.125,0.125,0.125,6,PHNX,SNDG
0.187,0.187,0.308,7,CMBR,NY54
0.537,0.537,0.821,7,CHCG,NY54
0.001,0.001,0.001,7,PHLA,NY54
0.393,0.393,0.5559999999999999,7,WASH,NY54
0.242,0.242,0.121,7,PHLA,CMBR
0.1,0.1,0.1,7,CLEV,CHCG
0.47000000000000003,0.47000000000000003,0.34900000000000003,7,PHLA,CHCG
0.681,0.681,0.8290000000000001,7,STLS,CHCG
0.193,0.193,0.117,7,DNVR,CHCG
0.142,0.142,0.142,7,KSCY,CHCG
0.247,0.247,0.601,7,SNFN,CHCG
0.26,0.26,0.108,7,STTL,CHCG
0.5019999999999999,0.5019999999999999,0.32499999999999996,7,SLKC,CHCG
0.11,0.11,0.182,7,NSVL,CLEV
0.149,0.149,0.077,7,STLS,CLEV
0.001,0.001,0.001,7,PHLA,CLEV
0.211,0.211,0.178,7,ATLN,RLGH
0.21999999999999997,0.21999999999999997,0.253,7,WASH,RLGH
0.19,0.19,0.06,7,WASH,ATLN
0.001,0.092,0.001,7,NSVL,ATLN
0.5359999999999999,0.44499999999999995,0.595,7,STLS,ATLN
0.223,0.223,0.001,7,DLLS,ATLN
0.4179999999999999,0.4179999999999999,0.4179999999999999,7,ORLD,ATLN
0.001,0.001,0.001,7,WASH,PHLA
0.001,0.092,0.001,7,STLS,NSVL
0.11800000000000001,0.11800000000000001,0.19,7,DLLS,NSVL
0.34299999999999997,0.34299999999999997,0.347,7,DLLS,STLS
0.106,0.106,0.198,7,KSCY,STLS
0.271,0.271,0.376,7,LA03,STLS
0.001,0.001,0.001,7,HSTN,NWOR
0.001,0.001,0.001,7,DLLS,NWOR
0.001,0.001,0.001,7,ORLD,NWOR
0.001,0.001,0.001,7,SNAN,HSTN
0.915,0.915,0.915,7,DLLS,HSTN
0.148,0.148,0.148,7,ORLD,HSTN
0.125,0.125,0.266,7,PHNX,SNAN
0.11800000000000001,0.11800000000000001,0.259,7,DLLS,SNAN
0.27999999999999997,0.27999999999999997,0.204,7,DNVR,DLLS
0.352,0.352,0.26,7,KSCY,DLLS
0.35200000000000004,0.35200000000000004,0.22200000000000003,7,SNFN,DLLS
0.22999999999999998,0.22999999999999998,0.089,7,LA03,DLLS
0.093,0.093,0.093,7,KSCY,DNVR
0.001,0.001,0.001,7,SNFN,DNVR
0.001,0.001,0.001,7,SLKC,DNVR
0.127,0.127,0.127,7,SNFN,KSCY
0.273,0.273,0.34500000000000003,7,SCRM,SNFN
0.614,0.614,0.766,7,PTLD,SNFN
0.197,0.197,0.197,7,STTL,SNFN
0.105,0.105,0.105,7,SLKC,SNFN
0.067,0.067,0.067,7,LA03,SNFN
0.073,0.073,0.001,7,SLKC,SCRM
0.38699999999999996,0.38699999999999996,0.235,7,STTL,PTLD
0.106,0.106,0.001,7,LA03,SLKC
0.104,0.104,0.104,7,SNDG,LA03
0.313,0.313,0.172,7,PHNX,LA03
0.125,0.125,0.125,7,PHNX,SNDG
0.187,0.187,0.308,8,CMBR,NY54
0.537,0.537,0.821,8,CHCG,NY54
0.001,0.001,0.001,8,PHLA,NY54
0.393,0.393,0.5559999999999999,8,WASH,NY54
0.242,0.242,0.121,8,PHLA,CMBR
0.1,0.1,0.1,8,CLEV,CHCG
0.617,0.617,0.496,8,PHLA,CHCG
0.681,0.681,0.8290000000000001,8,STLS,CHCG
0.33999999999999997,0.33999999999999997,0.264,8,DNVR,CHCG
0.142,0.142,0.142,8,KSCY,CHCG
0.247,0.247,0.601,8,SNFN,CHCG
0.26,0.26,0.108,8,STTL,CHCG
0.5019999999999999,0.5019999999999999,0.32499999999999996,8,SLKC,CHCG
0.11,0.11,0.182,8,NSVL,CLEV
0.149,0.149,0.077,8,STLS,CLEV
0.001,0.001,0.001,8,PHLA,CLEV
0.211,0.211,0.178,8,ATLN,RLGH
0.21999999999999997,0.21999999999999997,0.253,8,WASH,RLGH
0.313,0.313,0.183,8,WASH,ATLN
0.124,0.215,0.124,8,NSVL,ATLN
0.5359999999999999,0.44499999999999995,0.595,8,STLS,ATLN
0.28600000000000003,0.28600000000000003,0.064,8,DLLS,ATLN
0.4179999999999999,0.4179999999999999,0.4179999999999999,8,ORLD,ATLN
0.001,0.001,0.001,8,WASH,PHLA
0.001,0.092,0.001,8,STLS,NSVL
0.11800000000000001,0.11800000000000001,0.19,8,DLLS,NSVL
0.34299999999999997,0.34299999999999997,0.347,8,DLLS,STLS
0.106,0.106,0.198,8,KSCY,STLS
0.271,0.271,0.376,8,LA03,STLS
0.001,0.001,0.001,8,HSTN,NWOR
0.001,0.001,0.001,8,DLLS,NWOR
0.001,0.001,0.001,8,ORLD,NWOR
0.001,0.001,0.001,8,SNAN,HSTN
1.008,1.008,1.008,8,DLLS,HSTN
0.148,0.148,0.148,8,ORLD,HSTN
0.125,0.125,0.266,8,PHNX,SNAN
0.20700000000000002,0.20700000000000002,0.348,8,DLLS,SNAN
0.27999999999999997,0.27999999999999997,0.204,8,DNVR,DLLS
0.352,0.352,0.26,8,KSCY,DLLS
0.597,0.597,0.46699999999999997,8,SNFN,DLLS
0.22999999999999998,0.22999999999999998,0.089,8,LA03,DLLS
0.093,0.093,0.093,8,KSCY,DNVR
0.001,0.001,0.001,8,SNFN,DNVR
0.001,0.001,0.001,8,SLKC,DNVR
0.127,0.127,0.127,8,SNFN,KSCY
0.336,0.336,0.40800000000000003,8,SCRM,SNFN
0.614,0.614,0.766,8,PTLD,SNFN
0.379,0.379,0.379,8,STTL,SNFN
0.105,0.105,0.105,8,SLKC,SNFN
0.067,0.067,0.067,8,LA03,SNFN
0.073,0.073,0.001,8,SLKC,SCRM
0.38699999999999996,0.38699999999999996,0.235,8,STTL,PTLD
0.106,0.106,0.001,8,LA03,SLKC
0.104,0.104,0.104,8,SNDG,LA03
0.313,0.313,0.172,8,PHNX,LA03
0.125,0.125,0.125,8,PHNX,SNDG
0.292,0.292,0.413,9,CMBR,NY54
0.642,0.642,0.9259999999999999,9,CHCG,NY54
0.001,0.001,0.001,9,PHLA,NY54
0.393,0.393,0.5559999999999999,9,WASH,NY54
0.242,0.242,0.121,9,PHLA,CMBR
0.231,0.231,0.231,9,CLEV,CHCG
0.617,0.617,0.496,9,PHLA,CHCG
0.681,0.681,0.8290000000000001,9,STLS,CHCG
0.44499999999999995,0.44499999999999995,0.369,9,DNVR,CHCG
0.142,0.142,0.142,9,KSCY,CHCG
0.247,0.247,0.732,9,SNFN,CHCG
0.26,0.26,0.108,9,STTL,CHCG
0.6329999999999999,0.6329999999999999,0.32499999999999996,9,SLKC,CHCG
0.189,0.189,0.40399999999999997,9,NSVL,CLEV
0.292,0.292,0.077,9,STLS,CLEV
0.08,0.08,0.08,9,PHLA,CLEV
0.211,0.211,0.178,9,ATLN,RLGH
0.21999999999999997,0.21999999999999997,0.253,9,WASH,RLGH
0.578,0.578,0.44799999999999995,9,WASH,ATLN
0.124,0.215,0.124,9,NSVL,ATLN
0.5359999999999999,0.44499999999999995,0.595,9,STLS,ATLN
0.40700000000000003,0.40700000000000003,0.185,9,DLLS,ATLN
0.4179999999999999,0.4179999999999999,0.4179999999999999,9,ORLD,ATLN
0.001,0.001,0.001,9,WASH,PHLA
0.001,0.092,0.001,9,STLS,NSVL
0.11800000000000001,0.11800000000000001,0.33299999999999996,9,DLLS,NSVL
0.486,0.486,0.347,9,DLLS,STLS
0.106,0.106,0.198,9,KSCY,STLS
0.271,0.271,0.376,9,LA03,STLS
0.001,0.001,0.001,9,HSTN,NWOR
0.1,0.1,0.1,9,DLLS,NWOR
0.001,0.001,0.001,9,ORLD,NWOR
0.001,0.001,0.001,9,SNAN,HSTN
1.421,1.421,1.421,9,DLLS,HSTN
0.148,0.148,0.148,9,ORLD,HSTN
0.125,0.125,0.266,9,PHNX,SNAN
0.20700000000000002,0.20700000000000002,0.348,9,DLLS,SNAN
0.379,0.379,0.303,9,DNVR,DLLS
0.352,0.352,0.26,9,KSCY,DLLS
0.597,0.597,0.46699999999999997,9,SNFN,DLLS
0.379,0.379,0.238,9,LA03,DLLS
0.093,0.093,0.093,9,KSCY,DNVR
0.001,0.001,0.001,9,SNFN,DNVR
0.001,0.001,0.001,9,SLKC,DNVR
0.127,0.127,0.127,9,SNFN,KSCY
0.336,0.336,0.645,9,SCRM,SNFN
0.614,0.614,0.766,9,PTLD,SNFN
0.472,0.472,0.472,9,STTL,SNFN
0.105,0.105,0.105,9,SLKC,SNFN
0.16,0.16,0.266,9,LA03,SNFN
0.31,0.31,0.001,9,SLKC,SCRM
