ciclo,origem,destino,Cultural,SPF,Genético
2,DK,IS,0.421,0.421,0.421
2,DK,NO,0.435,0.435,0.435
2,DK,DE,2.314,2.314,2.314
2,DK,EE,0.316,0.612,0.612
2,DK,SE,0.599,0.599,0.599
2,DK,RU,0.001,0.001,0.001
2,PL,UA,0.001,0.001,0.001
2,PL,BY,0.001,0.001,0.001
2,PL,DE,0.001,0.001,0.001
2,PL,CZ,0.7949999999999999,0.7949999999999999,0.7949999999999999
2,PL,LT,0.431,0.431,0.431
2,DE,CZ,1.5849999999999997,1.1749999999999998,1.5849999999999997
2,DE,LU,1.036,1.036,1.036
2,DE,CH,0.7669999999999999,1.021,0.7669999999999999
2,DE,CY,1.156,1.156,1.156
2,DE,IL,0.001,0.001,0.001
2,DE,AT,2.346,1.682,2.346
2,DE,RU,0.706,0.706,0.706
2,CZ,SK,1.6269999999999998,1.2169999999999999,1.6269999999999998
2,LU,FR,0.001,0.001,0.001
2,FR,CH,0.405,0.405,0.405
2,FR,ES,0.404,0.001,0.001
2,FR,UK,0.404,0.001,0.001
2,CH,IT,0.761,1.8349999999999997,0.761
2,CH,ES,0.404,0.404,0.404
2,IT,ES,0.395,0.395,0.395
2,IT,MT,0.75,0.75,0.75
2,IT,AT,1.0590000000000002,0.395,1.0590000000000002
2,IT,GR,0.405,0.815,0.405
2,MD,RO,0.001,0.001,0.001
2,BG,HU,0.001,0.411,0.001
2,BG,MK,0.7470000000000001,0.7470000000000001,0.7470000000000001
2,BG,RO,0.001,0.001,0.001
2,BG,TR,0.421,0.421,0.421
2,BG,GR,1.167,1.577,1.167
2,RO,TR,0.001,0.001,0.001
2,RO,HU,0.431,0.431,0.431
2,GR,AT,1.083,1.083,1.083
2,CY,UK,0.001,0.001,0.001
2,IL,LT,0.001,0.001,0.001
2,ME,HR,0.001,0.001,0.001
2,HU,RS,0.001,0.001,0.001
2,HU,HR,0.001,0.001,0.001
2,HU,SK,0.841,0.431,0.841
2,SK,AT,0.001,0.001,0.001
2,PT,ES,0.395,0.798,0.798
2,PT,UK,0.404,0.001,0.001
2,HR,SL,0.9989999999999999,0.9989999999999999,0.9989999999999999
2,SL,AT,0.9989999999999999,0.9989999999999999,0.9989999999999999
2,LT,LV,0.727,0.431,0.431
2,IS,UK,0.001,0.001,0.001
2,IE,UK,0.001,0.001,0.001
2,NO,SE,0.001,0.001,0.001
2,SE,FI,0.001,0.001,0.001
2,EE,LV,0.297,0.001,0.001
3,NL,BE,0.304,0.304,0.304
3,NL,DK,0.297,0.001,0.001
3,NL,DE,0.6599999999999999,0.6599999999999999,0.6599999999999999
3,NL,UK,0.001,0.001,0.001
3,NL,LT,0.297,0.001,0.001
3,BE,IE,0.001,0.001,0.001
3,DK,IS,1.099,1.099,1.099
3,DK,NO,0.772,0.772,0.772
3,DK,DE,2.6350000000000002,2.6350000000000002,2.6350000000000002
3,DK,EE,1.01,1.306,1.306
3,DK,SE,0.599,0.599,0.599
3,DK,RU,0.001,0.001,0.001
3,PL,UA,0.001,0.001,0.001
3,PL,BY,0.001,0.001,0.001
3,PL,DE,0.001,0.001,0.001
3,PL,CZ,0.7949999999999999,0.7949999999999999,0.7949999999999999
3,PL,LT,0.431,0.431,0.431
3,DE,CZ,1.9059999999999997,1.4959999999999998,1.9059999999999997
3,DE,LU,1.036,1.036,1.036
3,DE,CH,0.7669999999999999,1.021,0.7669999999999999
3,DE,CY,1.4769999999999999,1.4769999999999999,1.4769999999999999
3,DE,IL,0.001,0.001,0.001
3,DE,AT,2.6670000000000003,2.003,2.6670000000000003
3,DE,RU,0.706,0.706,0.706
3,CZ,SK,1.6269999999999998,1.2169999999999999,1.6269999999999998
3,LU,FR,0.001,0.001,0.001
3,FR,CH,0.405,0.405,0.405
3,FR,ES,0.404,0.001,0.001
3,FR,UK,0.404,0.001,0.001
3,CH,IT,0.761,1.8349999999999997,0.761
3,CH,ES,0.404,0.404,0.404
3,IT,ES,0.8049999999999999,0.8049999999999999,0.8049999999999999
3,IT,MT,0.75,0.75,0.75
3,IT,AT,1.887,1.2229999999999999,1.887
3,IT,GR,0.405,0.815,0.405
3,MD,RO,0.001,0.001,0.001
3,BG,HU,0.418,0.828,0.418
3,BG,MK,0.7470000000000001,0.7470000000000001,0.7470000000000001
3,BG,RO,0.001,0.001,0.001
3,BG,TR,0.421,0.421,0.421
3,BG,GR,1.584,1.994,1.584
3,RO,TR,0.001,0.001,0.001
3,RO,HU,0.431,0.431,0.431
3,GR,AT,1.083,1.083,1.083
3,CY,UK,0.001,0.001,0.001
3,IL,LT,0.001,0.001,0.001
3,ME,HR,1.5799999999999998,1.5799999999999998,1.5799999999999998
3,HU,RS,0.418,0.418,0.418
3,HU,HR,0.431,0.431,0.431
3,HU,SK,0.841,0.431,0.841
3,SK,AT,0.001,0.001,0.001
3,PT,ES,0.8049999999999999,1.208,1.208
3,PT,UK,0.404,0.001,0.001
3,HR,SL,2.1479999999999997,2.1479999999999997,2.1479999999999997
3,SL,AT,2.1479999999999997,2.1479999999999997,2.1479999999999997
3,LT,LV,0.727,0.431,0.431
3,IS,UK,0.001,0.001,0.001
3,IE,UK,0.001,0.001,0.001
3,NO,SE,0.001,0.001,0.001
3,SE,FI,0.001,0.001,0.001
3,EE,LV,0.634,0.338,0.338
4,NL,BE,0.304,0.304,0.304
4,NL,DK,0.297,0.449,0.356
4,NL,DE,0.6599999999999999,0.6599999999999999,1.015
4,NL,UK,0.001,0.001,0.001
4,NL,LT,0.297,0.449,0.001
4,BE,IE,0.001,0.001,0.001
4,DK,IS,1.099,1.099,1.099
4,DK,NO,0.772,0.772,0.772
4,DK,DE,2.99,2.99,2.6350000000000002
4,DK,EE,1.01,1.306,1.306
4,DK,SE,0.599,0.599,0.599
4,DK,RU,0.001,0.449,0.001
4,PL,UA,0.001,0.001,0.001
4,PL,BY,0.001,0.001,0.001
4,PL,DE,0.449,0.001,0.449
4,PL,CZ,0.7949999999999999,0.7949999999999999,0.7949999999999999
4,PL,LT,0.879,0.431,0.879
4,DE,CZ,2.2609999999999997,1.9129999999999998,2.2609999999999997
4,DE,LU,1.036,1.036,1.036
4,DE,CH,0.7669999999999999,1.021,0.7669999999999999
4,DE,CY,1.4769999999999999,1.4769999999999999,1.4769999999999999
4,DE,IL,0.418,0.418,0.418
4,DE,AT,3.084,2.358,3.084
4,DE,RU,1.154,0.706,1.154
4,CZ,SK,1.9819999999999998,1.634,1.9819999999999998
4,LU,FR,0.001,0.001,0.001
4,FR,CH,0.405,0.405,0.405
4,FR,ES,0.404,0.001,0.001
4,FR,UK,0.404,0.001,0.001
4,CH,IT,0.761,1.8349999999999997,0.761
4,CH,ES,0.404,0.404,0.404
4,IT,ES,0.8049999999999999,0.8049999999999999,0.8049999999999999
4,IT,MT,0.75,0.75,0.75
4,IT,AT,1.887,1.2229999999999999,1.887
4,IT,GR,0.405,0.815,0.405
4,MD,RO,0.356,0.356,0.356
4,BG,HU,0.418,1.1239999999999999,0.418
4,BG,MK,0.7470000000000001,0.7470000000000001,0.7470000000000001
4,BG,RO,0.001,0.356,0.001
4,BG,TR,0.421,0.421,0.421
4,BG,GR,1.8800000000000001,2.349,1.8800000000000001
4,RO,TR,0.001,0.001,0.001
4,RO,HU,1.119,0.764,1.119
4,GR,AT,1.379,1.438,1.379
4,CY,UK,0.001,0.001,0.001
4,IL,LT,0.001,0.001,0.001
4,ME,HR,1.9459999999999997,1.9459999999999997,1.9459999999999997
4,HU,RS,0.418,0.418,0.418
4,HU,HR,0.431,0.727,0.431
4,HU,SK,1.196,0.431,1.196
4,SK,AT,0.418,0.001,0.418
4,PT,ES,0.8049999999999999,1.208,1.208
4,PT,UK,0.404,0.001,0.001
4,HR,SL,2.1479999999999997,2.4439999999999995,2.1479999999999997
4,SL,AT,2.4439999999999995,2.1479999999999997,2.4439999999999995
4,LT,LV,0.727,0.431,0.431
4,IS,UK,0.001,0.001,0.001
4,IE,UK,0.001,0.001,0.001
4,NO,SE,0.001,0.001,0.001
4,SE,FI,0.001,0.001,0.001
4,EE,LV,0.634,0.338,0.338
5,NL,BE,0.304,0.671,0.671
5,NL,DK,0.297,0.449,0.356
5,NL,DE,0.6599999999999999,0.6599999999999999,1.015
5,NL,UK,0.368,0.001,0.001
5,NL,LT,0.6639999999999999,0.8160000000000001,0.368
5,BE,IE,0.368,0.001,0.001
5,DK,IS,1.099,1.099,1.099
5,DK,NO,0.772,0.772,0.772
5,DK,DE,3.367,3.367,3.0120000000000005
5,DK,EE,1.01,1.306,1.306
5,DK,SE,0.976,0.976,0.976
5,DK,RU,0.001,0.449,0.001
5,PL,UA,0.001,0.001,0.001
5,PL,BY,0.001,0.001,0.001
5,PL,DE,0.449,0.001,0.449
5,PL,CZ,0.7949999999999999,0.7949999999999999,0.7949999999999999
5,PL,LT,0.879,0.431,0.879
5,DE,CZ,2.6559999999999997,2.308,2.6559999999999997
5,DE,LU,1.036,1.036,1.036
5,DE,CH,0.7669999999999999,1.021,0.7669999999999999
5,DE,CY,1.8769999999999998,1.8769999999999998,1.8769999999999998
5,DE,IL,0.813,0.813,0.813
5,DE,AT,3.861,3.1350000000000002,3.861
5,DE,RU,1.154,0.706,1.154
5,CZ,SK,1.9819999999999998,1.634,1.9819999999999998
5,LU,FR,0.001,0.001,0.001
5,FR,CH,0.692,1.126,0.692
5,FR,ES,0.8380000000000001,0.001,0.435
5,FR,UK,0.6910000000000001,0.288,0.288
5,CH,IT,1.048,2.5559999999999996,1.048
5,CH,ES,0.404,0.404,0.404
5,IT,ES,1.2389999999999999,0.8049999999999999,1.2389999999999999
5,IT,MT,0.75,0.75,0.75
5,IT,AT,2.188,1.9709999999999999,2.188
5,IT,GR,1.286,1.2489999999999999,1.286
5,MD,RO,0.356,0.356,0.356
5,BG,HU,0.865,1.1239999999999999,0.865
5,BG,MK,1.181,1.181,1.181
5,BG,RO,0.001,0.356,0.001
5,BG,TR,0.421,0.421,0.421
5,BG,GR,2.761,2.7830000000000004,2.761
5,RO,TR,0.001,0.001,0.001
5,RO,HU,1.119,0.764,1.119
5,GR,AT,1.379,1.438,1.379
5,CY,UK,0.001,0.001,0.001
5,IL,LT,0.001,0.001,0.001
5,ME,HR,2.3229999999999995,2.3229999999999995,2.3229999999999995
5,HU,RS,0.418,0.418,0.418
5,HU,HR,0.431,0.727,0.431
5,HU,SK,1.196,0.878,1.196
5,SK,AT,0.418,0.448,0.418
5,PT,ES,0.8049999999999999,1.208,1.208
5,PT,UK,0.404,0.001,0.001
5,HR,SL,2.8259999999999996,3.122,2.8259999999999996
5,SL,AT,3.122,2.8259999999999996,3.122
5,LT,LV,0.727,0.431,0.431
5,IS,UK,0.001,0.001,0.001
5,IE,UK,0.655,0.288,0.288
5,NO,SE,0.001,0.001,0.001
5,SE,FI,0.378,0.378,0.378
5,EE,LV,0.634,0.338,0.338
6,NL,BE,0.607,1.307,0.974
6,NL,DK,0.297,0.449,0.356
6,NL,DE,1.406,2.041,1.761
6,NL,UK,0.368,0.001,0.001
6,NL,LT,1.3379999999999999,1.792,1.042
6,BE,IE,1.004,0.304,0.637
6,DK,IS,1.099,1.099,1.099
6,DK,NO,1.181,1.181,1.181
6,DK,DE,3.775,3.775,3.4200000000000004
6,DK,EE,1.814,2.11,2.11
6,DK,SE,0.976,0.976,0.976
6,DK,RU,0.396,0.8440000000000001,0.396
6,PL,UA,0.001,0.001,0.001
6,PL,BY,0.001,0.001,0.001
6,PL,DE,0.751,0.001,0.751
6,PL,CZ,0.7949999999999999,0.7949999999999999,0.7949999999999999
6,PL,LT,1.181,0.431,1.181
6,DE,CZ,2.6559999999999997,2.308,2.6559999999999997
6,DE,LU,1.407,1.407,1.407
6,DE,CH,0.7669999999999999,1.7619999999999998,0.7669999999999999
6,DE,CY,2.179,2.179,2.179
6,DE,IL,0.813,0.813,0.813
6,DE,AT,4.644,3.5100000000000002,4.644
6,DE,RU,1.154,0.706,1.154
6,CZ,SK,1.9819999999999998,1.634,1.9819999999999998
6,LU,FR,0.411,0.411,0.411
6,FR,CH,0.692,1.126,0.692
6,FR,ES,1.581,0.411,1.178
6,FR,UK,1.024,0.288,0.621
6,CH,IT,1.048,2.9639999999999995,1.048
6,CH,ES,0.404,0.7370000000000001,0.404
6,IT,ES,1.2389999999999999,0.8049999999999999,1.2389999999999999
6,IT,MT,0.75,0.75,0.75
6,IT,AT,2.596,1.9709999999999999,2.596
6,IT,GR,1.286,1.2489999999999999,1.286
6,MD,RO,0.356,0.356,0.356
6,BG,HU,0.865,1.1239999999999999,0.865
6,BG,MK,1.181,1.181,1.181
6,BG,RO,0.001,0.356,0.001
6,BG,TR,0.421,0.421,0.421
6,BG,GR,2.761,2.7830000000000004,2.761
6,RO,TR,0.001,0.001,0.001
6,RO,HU,1.119,0.764,1.119
6,GR,AT,1.683,1.742,1.683
6,CY,UK,0.001,0.001,0.001
6,IL,LT,0.001,0.001,0.001
6,ME,HR,2.6979999999999995,2.6979999999999995,2.6979999999999995
6,HU,RS,0.418,0.418,0.418
6,HU,HR,0.431,0.727,0.431
6,HU,SK,1.196,0.878,1.196
6,SK,AT,0.418,0.448,0.418
6,PT,ES,0.8049999999999999,1.208,1.208
6,PT,UK,0.404,0.001,0.001
6,HR,SL,3.2009999999999996,3.497,3.2009999999999996
6,SL,AT,3.497,3.2009999999999996,3.497
6,LT,LV,1.332,1.036,1.036
6,IS,UK,0.001,0.001,0.001
6,IE,UK,0.988,0.288,0.621
6,NO,SE,0.001,0.001,0.001
6,SE,FI,0.378,0.378,0.378
6,EE,LV,0.634,0.338,0.338
7,NL,BE,0.607,1.7409999999999999,0.974
7,NL,DK,0.731,0.883,0.79
7,NL,DE,1.7639999999999998,2.68,2.1189999999999998
7,NL,UK,1.242,0.441,0.875
7,NL,LT,1.6959999999999997,2.431,1.4
7,BE,IE,1.004,0.738,0.637
7,DK,IS,1.439,1.099,1.439
7,DK,NO,1.522,1.522,1.522
7,DK,DE,4.116,4.456,3.7610000000000006
7,DK,EE,2.154,2.4499999999999997,2.4499999999999997
7,DK,SE,1.41,1.41,1.41
7,DK,RU,0.396,0.8440000000000001,0.396
7,PL,UA,0.001,0.001,0.001
7,PL,BY,0.001,0.001,0.001
7,PL,DE,1.181,0.431,1.181
7,PL,CZ,1.101,1.101,1.101
7,PL,LT,1.487,0.737,1.487
7,DE,CZ,2.6559999999999997,2.308,2.6559999999999997
7,DE,LU,1.407,1.747,1.407
7,DE,CH,1.8959999999999997,2.891,1.8959999999999997
7,DE,CY,2.179,2.179,2.179
7,DE,IL,1.0939999999999999,0.813,1.0939999999999999
7,DE,AT,4.925,3.7910000000000004,4.925
7,DE,RU,1.154,0.706,1.154
7,CZ,SK,2.288,1.94,2.288
7,LU,FR,0.411,0.751,0.411
7,FR,CH,0.692,1.126,0.692
7,FR,ES,2.021,0.851,1.6179999999999999
7,FR,UK,1.804,0.728,1.401
7,CH,IT,1.836,3.752,1.836
7,CH,ES,0.404,0.7370000000000001,0.404
7,IT,ES,1.2389999999999999,0.8049999999999999,1.2389999999999999
7,IT,MT,1.538,1.538,1.538
7,IT,AT,2.596,1.9709999999999999,2.596
7,IT,GR,1.286,1.2489999999999999,1.286
7,MD,RO,0.6779999999999999,0.6779999999999999,0.6779999999999999
7,BG,HU,0.865,1.1239999999999999,0.865
7,BG,MK,1.181,1.181,1.181
7,BG,RO,0.001,0.356,0.001
7,BG,TR,0.421,0.421,0.421
7,BG,GR,2.761,2.7830000000000004,2.761
7,RO,TR,0.001,0.001,0.001
7,RO,HU,1.441,1.086,1.441
7,GR,AT,1.683,1.742,1.683
7,CY,UK,0.001,0.001,0.001
7,IL,LT,0.28200000000000003,0.001,0.28200000000000003
7,ME,HR,3.1439999999999997,3.1439999999999997,3.1439999999999997
7,HU,RS,0.418,0.418,0.418
7,HU,HR,1.199,1.4949999999999999,1.199
7,HU,SK,1.948,1.63,1.948
7,SK,AT,0.418,0.448,0.418
7,PT,ES,0.8049999999999999,1.208,1.208
7,PT,UK,0.404,0.001,0.001
7,HR,SL,3.2009999999999996,3.497,3.2009999999999996
7,SL,AT,3.497,3.2009999999999996,3.497
7,LT,LV,1.919,1.6230000000000002,1.6230000000000002
7,IS,UK,0.341,0.001,0.341
7,IE,UK,1.422,0.288,1.055
7,NO,SE,0.001,0.001,0.001
7,SE,FI,0.378,0.378,0.378
7,EE,LV,0.634,0.338,0.338
8,NL,BE,0.607,2.13,0.974
8,NL,DK,0.731,0.883,1.123
8,NL,DE,1.7639999999999998,3.069,2.452
8,NL,UK,1.242,0.441,0.875
8,NL,LT,1.6959999999999997,2.431,1.4
8,BE,IE,1.004,1.127,0.637
8,DK,IS,1.439,1.099,1.439
8,DK,NO,1.855,1.855,1.855
8,DK,DE,4.449,4.789000000000001,3.7610000000000006
8,DK,EE,2.487,2.783,2.783
8,DK,SE,2.124,2.124,2.124
8,DK,RU,0.777,1.225,0.777
8,PL,UA,0.001,0.001,0.001
8,PL,BY,0.39,0.39,0.39
8,PL,DE,1.57,0.8200000000000001,1.57
8,PL,CZ,1.101,1.101,1.101
8,PL,LT,1.487,0.737,1.487
8,DE,CZ,2.6559999999999997,2.308,2.6559999999999997
8,DE,LU,1.407,1.747,1.407
8,DE,CH,1.8959999999999997,2.891,1.8959999999999997
8,DE,CY,2.5679999999999996,2.179,2.5679999999999996
8,DE,IL,1.0939999999999999,0.813,1.0939999999999999
8,DE,AT,5.258,4.1240000000000006,5.258
8,DE,RU,1.154,0.706,1.154
8,CZ,SK,2.288,1.94,2.288
8,LU,FR,0.411,0.751,0.411
8,FR,CH,0.692,1.126,0.692
8,FR,ES,2.021,0.851,1.6179999999999999
8,FR,UK,1.804,0.728,1.401
8,CH,IT,2.245,4.161,2.245
8,CH,ES,0.404,0.7370000000000001,0.404
8,IT,ES,1.5499999999999998,1.1159999999999999,1.5499999999999998
8,IT,MT,1.538,1.538,1.538
8,IT,AT,2.596,1.9709999999999999,2.596
8,IT,GR,2.006,1.9689999999999999,2.006
8,MD,RO,0.6779999999999999,0.6779999999999999,0.6779999999999999
8,BG,HU,1.27,1.529,1.27
8,BG,MK,1.995,1.995,1.995
8,BG,RO,0.001,0.356,0.001
8,BG,TR,0.732,0.732,0.732
8,BG,GR,3.814,3.8360000000000003,3.814
8,RO,TR,0.001,0.001,0.001
8,RO,HU,1.441,1.086,1.441
8,GR,AT,2.016,2.075,2.016
8,CY,UK,0.39,0.001,0.39
8,IL,LT,0.28200000000000003,0.001,0.28200000000000003
8,ME,HR,3.1439999999999997,3.1439999999999997,3.1439999999999997
8,HU,RS,0.418,0.418,0.418
8,HU,HR,1.199,1.4949999999999999,1.199
8,HU,SK,2.3529999999999998,2.035,2.3529999999999998
8,SK,AT,0.764,0.794,0.764
8,PT,ES,1.1159999999999999,1.519,1.519
8,PT,UK,0.404,0.001,0.001
8,HR,SL,3.2009999999999996,3.497,3.2009999999999996
8,SL,AT,3.843,3.5469999999999997,3.843
8,LT,LV,1.919,1.6230000000000002,1.6230000000000002
8,IS,UK,0.341,0.001,0.341
8,IE,UK,1.811,0.288,1.444
8,NO,SE,0.001,0.001,0.001
8,SE,FI,0.378,0.378,0.378
8,EE,LV,0.634,0.338,0.338
9,NL,BE,1.042,2.565,1.409
9,NL,DK,0.731,0.883,1.123
9,NL,DE,2.5589999999999997,3.504,3.247
9,NL,UK,1.242,0.8009999999999999,0.875
9,NL,LT,2.0559999999999996,2.791,1.7599999999999998
9,BE,IE,1.439,1.562,1.072
9,DK,IS,1.439,1.099,1.439
9,DK,NO,2.199,2.199,2.199
9,DK,DE,4.793,5.133000000000001,4.105
9,DK,EE,2.487,2.783,2.783
9,DK,SE,2.406,2.406,2.406
9,DK,RU,1.059,1.5070000000000001,1.059
9,PL,UA,0.001,0.001,0.001
9,PL,BY,0.39,0.39,0.39
9,PL,DE,1.57,0.8200000000000001,1.57
9,PL,CZ,1.101,1.101,1.101
9,PL,LT,1.8690000000000002,1.119,1.8690000000000002
9,DE,CZ,3.489,3.141,3.489
9,DE,LU,1.8050000000000002,2.145,1.8050000000000002
9,DE,CH,2.256,2.891,2.256
9,DE,CY,2.5679999999999996,2.179,2.5679999999999996
9,DE,IL,1.0939999999999999,0.813,1.0939999999999999
9,DE,AT,5.602,4.468000000000001,5.602
9,DE,RU,1.154,0.706,1.154
9,CZ,SK,2.723,2.375,2.723
9,LU,FR,0.411,0.751,0.411
9,FR,CH,0.692,1.414,0.692
9,FR,ES,2.021,1.2109999999999999,1.6179999999999999
9,FR,UK,1.804,1.3760000000000001,1.401
9,CH,IT,2.245,4.449,2.245
9,CH,ES,0.764,0.7370000000000001,0.764
9,IT,ES,1.8379999999999999,1.1159999999999999,1.8379999999999999
9,IT,MT,2.235,2.235,2.235
9,IT,AT,3.005,2.38,3.005
9,IT,GR,2.006,1.9689999999999999,2.006
9,MD,RO,0.6779999999999999,0.6779999999999999,0.6779999999999999
9,BG,HU,1.27,1.529,1.27
9,BG,MK,1.995,1.995,1.995
9,BG,RO,0.001,0.356,0.001
9,BG,TR,0.732,0.732,0.732
9,BG,GR,3.814,3.8360000000000003,3.814
9,RO,TR,0.001,0.001,0.001
9,RO,HU,1.441,1.086,1.441
9,GR,AT,2.016,2.075,2.016
9,CY,UK,0.39,0.001,0.39
9,IL,LT,0.28200000000000003,0.001,0.28200000000000003
9,ME,HR,3.1439999999999997,3.1439999999999997,3.1439999999999997
9,HU,RS,0.418,0.418,0.418
9,HU,HR,1.199,1.4949999999999999,1.199
9,HU,SK,2.3529999999999998,2.035,2.3529999999999998
9,SK,AT,0.764,0.794,0.764
9,PT,ES,1.404,1.519,1.807
9,PT,UK,0.692,0.001,0.289
9,HR,SL,3.2009999999999996,3.497,3.2009999999999996
9,SL,AT,3.843,3.5469999999999997,3.843
9,LT,LV,2.661,2.365,2.365
9,IS,UK,0.341,0.001,0.341
9,IE,UK,2.0989999999999998,0.576,1.732
9,NO,SE,0.001,0.001,0.001
9,SE,FI,0.378,0.378,0.378
9,EE,LV,0.634,0.338,0.338
10,NL,BE,1.454,2.977,1.821
10,NL,DK,1.7169999999999999,1.869,2.109
10,NL,DE,2.9709999999999996,3.916,3.659
10,NL,UK,1.908,1.4669999999999999,1.541
10,NL,LT,2.3759999999999994,3.1109999999999998,2.0799999999999996
10,BE,IE,1.851,1.974,1.484
