Cultural,Genético,SPF,ciclo,destino,origem
2.6870000000000003,2.6870000000000003,2.6870000000000003,1,SNFN,DLLS
0.755,0.755,0.001,1,LA03,DLLS
0.001,0.001,0.001,1,KSCY,DNVR
0.001,0.001,0.001,1,SNFN,DNVR
0.53,0.53,0.001,1,SLKC,DNVR
0.001,0.001,0.001,1,SNFN,KSCY
0.001,0.001,0.001,1,SCRM,SNFN
2.042,2.042,2.7539999999999996,1,PTLD,SNFN
0.622,0.622,0.622,1,STTL,SNFN
0.001,0.001,0.001,1,SLKC,SNFN
0.001,0.001,0.001,1,LA03,SNFN
0.001,0.001,0.001,1,SLKC,SCRM
0.713,0.713,0.001,1,STTL,PTLD
0.001,0.001,0.001,1,LA03,SLKC
0.619,0.619,0.619,1,SNDG,LA03
0.755,0.755,0.001,1,PHNX,LA03
0.001,0.001,0.001,1,PHNX,SNDG
0.001,0.001,0.001,2,CMBR,NY54
0.713,0.713,2.377,2,CHCG,NY54
0.001,0.001,0.001,2,PHLA,NY54
1.432,1.432,3.096,2,WASH,NY54
0.567,0.567,0.567,2,PHLA,CMBR
0.001,0.001,0.001,2,CLEV,CHCG
1.1600000000000001,1.1600000000000001,0.578,2,PHLA,CHCG
0.652,0.652,2.511,2,STLS,CHCG
0.001,0.001,0.506,2,DNVR,CHCG
0.754,0.754,0.001,2,KSCY,CHCG
1.342,1.342,2.054,2,SNFN,CHCG
1.2530000000000001,1.2530000000000001,0.541,2,STTL,CHCG
0.62,0.62,1.149,2,SLKC,CHCG
0.001,0.001,0.001,2,NSVL,CLEV
0.578,0.578,0.001,2,STLS,CLEV
0.578,0.578,0.001,2,PHLA,CLEV
0.001,0.001,0.001,2,ATLN,RLGH
0.541,0.541,0.541,2,WASH,RLGH
1.092,1.092,0.587,2,WASH,ATLN
0.001,0.001,0.001,2,NSVL,ATLN
1.856,1.856,2.385,2,STLS,ATLN
1.0350000000000001,1.0350000000000001,0.001,2,DLLS,ATLN
0.001,0.001,0.001,2,ORLD,ATLN
1.1600000000000001,1.1600000000000001,0.001,2,WASH,PHLA
0.001,0.001,0.001,2,STLS,NSVL
1.459,1.459,1.459,2,DLLS,NSVL
0.578,0.578,1.331,2,DLLS,STLS
0.001,0.001,0.001,2,KSCY,STLS
0.619,0.619,0.619,2,LA03,STLS
0.679,0.679,1.433,2,HSTN,NWOR
2.129,2.129,1.375,2,DLLS,NWOR
0.001,0.001,0.001,2,ORLD,NWOR
0.001,0.001,0.755,2,SNAN,HSTN
0.57,0.57,0.57,2,DLLS,HSTN
0.001,0.001,0.001,2,ORLD,HSTN
0.672,0.672,1.4260000000000002,2,PHNX,SNAN
2.527,2.527,2.527,2,DLLS,SNAN
1.0350000000000001,1.0350000000000001,0.001,2,DNVR,DLLS
0.754,0.754,0.001,2,KSCY,DLLS
2.6870000000000003,2.6870000000000003,2.6870000000000003,2,SNFN,DLLS
0.755,0.755,0.001,2,LA03,DLLS
0.001,0.001,0.001,2,KSCY,DNVR
0.001,0.001,0.001,2,SNFN,DNVR
0.53,0.53,0.001,2,SLKC,DNVR
0.001,0.001,0.001,2,SNFN,KSCY
1.4449999999999998,1.4449999999999998,1.4449999999999998,2,SCRM,SNFN
2.768,2.768,3.4799999999999995,2,PTLD,SNFN
0.622,0.622,0.622,2,STTL,SNFN
0.001,0.001,0.001,2,SLKC,SNFN
0.001,0.001,0.001,2,LA03,SNFN
0.001,0.001,0.001,2,SLKC,SCRM
0.713,0.713,0.001,2,STTL,PTLD
0.001,0.001,0.001,2,LA03,SLKC
0.619,0.619,0.619,2,SNDG,LA03
0.755,0.755,0.001,2,PHNX,LA03
0.001,0.001,0.001,2,PHNX,SNDG
0.001,0.001,0.001,3,CMBR,NY54
0.713,0.713,3.528,3,CHCG,NY54
0.001,0.001,0.001,3,PHLA,NY54
1.432,1.432,4.247,3,WASH,NY54
0.567,0.567,0.567,3,PHLA,CMBR
0.001,0.001,0.001,3,CLEV,CHCG
1.6830000000000003,1.6830000000000003,0.578,3,PHLA,CHCG
0.652,0.652,2.511,3,STLS,CHCG
0.001,0.001,0.506,3,DNVR,CHCG
0.754,0.754,0.001,3,KSCY,CHCG
1.342,1.342,2.682,3,SNFN,CHCG
1.2530000000000001,1.2530000000000001,0.541,3,STTL,CHCG
1.143,1.143,1.6720000000000002,3,SLKC,CHCG
0.001,0.001,0.001,3,NSVL,CLEV
0.578,0.578,0.001,3,STLS,CLEV
0.578,0.578,0.001,3,PHLA,CLEV
0.001,0.001,0.001,3,ATLN,RLGH
0.541,0.541,0.541,3,WASH,RLGH
1.7200000000000002,1.7200000000000002,0.587,3,WASH,ATLN
0.001,0.001,0.001,3,NSVL,ATLN
1.856,1.856,2.385,3,STLS,ATLN
1.6630000000000003,1.6630000000000003,0.001,3,DLLS,ATLN
0.001,0.001,0.001,3,ORLD,ATLN
1.6830000000000003,1.6830000000000003,0.001,3,WASH,PHLA
0.001,0.001,0.001,3,STLS,NSVL
1.459,1.459,1.459,3,DLLS,NSVL
0.578,0.578,1.331,3,DLLS,STLS
0.001,0.001,0.001,3,KSCY,STLS
0.619,0.619,0.619,3,LA03,STLS
0.679,0.679,1.433,3,HSTN,NWOR
2.129,2.129,1.375,3,DLLS,NWOR
0.001,0.001,0.001,3,ORLD,NWOR
0.568,0.568,1.322,3,SNAN,HSTN
1.0819999999999999,1.0819999999999999,1.0819999999999999,3,DLLS,HSTN
0.568,0.568,0.568,3,ORLD,HSTN
0.672,0.672,1.4260000000000002,3,PHNX,SNAN
2.527,2.527,2.527,3,DLLS,SNAN
1.5470000000000002,1.5470000000000002,0.513,3,DNVR,DLLS
0.754,0.754,0.001,3,KSCY,DLLS
3.3150000000000004,3.3150000000000004,2.6870000000000003,3,SNFN,DLLS
0.755,0.755,0.001,3,LA03,DLLS
0.001,0.001,0.001,3,KSCY,DNVR
0.001,0.001,0.001,3,SNFN,DNVR
1.042,1.042,0.513,3,SLKC,DNVR
0.001,0.001,0.001,3,SNFN,KSCY
2.073,2.073,2.073,3,SCRM,SNFN
2.768,2.768,3.4799999999999995,3,PTLD,SNFN
0.622,0.622,0.622,3,STTL,SNFN
0.567,0.567,0.567,3,SLKC,SNFN
0.001,0.001,0.001,3,LA03,SNFN
0.001,0.001,0.001,3,SLKC,SCRM
0.713,0.713,0.001,3,STTL,PTLD
0.001,0.001,0.001,3,LA03,SLKC
1.3559999999999999,1.3559999999999999,1.3559999999999999,3,SNDG,LA03
0.755,0.755,0.001,3,PHNX,LA03
0.001,0.001,0.001,3,PHNX,SNDG
0.001,0.001,0.605,4,CMBR,NY54
0.713,0.713,4.132,4,CHCG,NY54
0.001,0.001,0.001,4,PHLA,NY54
1.432,1.432,4.247,4,WASH,NY54
1.1709999999999998,1.1709999999999998,0.567,4,PHLA,CMBR
0.001,0.001,0.001,4,CLEV,CHCG
2.3580000000000005,2.3580000000000005,1.2530000000000001,4,PHLA,CHCG
0.652,0.652,3.115,4,STLS,CHCG
0.001,0.001,0.506,4,DNVR,CHCG
0.754,0.754,0.001,4,KSCY,CHCG
1.342,1.342,2.682,4,SNFN,CHCG
1.2530000000000001,1.2530000000000001,0.541,4,STTL,CHCG
1.847,1.847,2.3760000000000003,4,SLKC,CHCG
0.605,0.605,0.001,4,NSVL,CLEV
0.578,0.578,0.001,4,STLS,CLEV
1.182,1.182,0.001,4,PHLA,CLEV
0.717,0.717,0.717,4,ATLN,RLGH
0.541,0.541,0.541,4,WASH,RLGH
1.7200000000000002,1.7200000000000002,0.587,4,WASH,ATLN
0.001,0.001,0.001,4,NSVL,ATLN
1.856,1.856,3.101,4,STLS,ATLN
2.3790000000000004,2.3790000000000004,0.001,4,DLLS,ATLN
0.001,0.001,0.001,4,ORLD,ATLN
1.6830000000000003,1.6830000000000003,0.001,4,WASH,PHLA
0.001,0.001,0.001,4,STLS,NSVL
2.063,2.063,1.459,4,DLLS,NSVL
0.578,0.578,1.935,4,DLLS,STLS
0.001,0.001,0.001,4,KSCY,STLS
0.619,0.619,1.335,4,LA03,STLS
0.679,0.679,1.433,4,HSTN,NWOR
2.129,2.129,1.375,4,DLLS,NWOR
0.001,0.001,0.001,4,ORLD,NWOR
0.568,0.568,1.322,4,SNAN,HSTN
1.0819999999999999,1.0819999999999999,1.0819999999999999,4,DLLS,HSTN
0.568,0.568,0.568,4,ORLD,HSTN
0.672,0.672,1.4260000000000002,4,PHNX,SNAN
3.1310000000000002,3.1310000000000002,3.1310000000000002,4,DLLS,SNAN
1.5470000000000002,1.5470000000000002,1.304,4,DNVR,DLLS
0.754,0.754,0.001,4,KSCY,DLLS
3.3150000000000004,3.3150000000000004,2.6870000000000003,4,SNFN,DLLS
1.471,1.471,0.792,4,LA03,DLLS
0.001,0.001,0.001,4,KSCY,DNVR
0.792,0.792,0.001,4,SNFN,DNVR
1.042,1.042,0.513,4,SLKC,DNVR
0.001,0.001,0.001,4,SNFN,KSCY
2.795,2.795,2.795,4,SCRM,SNFN
2.768,2.768,3.4799999999999995,4,PTLD,SNFN
1.145,1.145,1.145,4,STTL,SNFN
0.567,0.567,0.567,4,SLKC,SNFN
1.315,1.315,0.524,4,LA03,SNFN
0.001,0.001,0.001,4,SLKC,SCRM
0.713,0.713,0.001,4,STTL,PTLD
0.001,0.001,0.001,4,LA03,SLKC
1.879,1.879,1.879,4,SNDG,LA03
0.755,0.755,0.001,4,PHNX,LA03
0.001,0.001,0.001,4,PHNX,SNDG
0.001,0.001,1.374,5,CMBR,NY54
0.713,0.713,4.901,5,CHCG,NY54
0.001,0.001,0.001,5,PHLA,NY54
1.432,1.432,4.247,5,WASH,NY54
1.94,1.94,0.567,5,PHLA,CMBR
0.001,0.001,0.001,5,CLEV,CHCG
2.9570000000000007,2.9570000000000007,1.852,5,PHLA,CHCG
0.652,0.652,3.8840000000000003,5,STLS,CHCG
0.794,0.794,1.299,5,DNVR,CHCG
0.754,0.754,0.001,5,KSCY,CHCG
1.342,1.342,2.682,5,SNFN,CHCG
1.852,1.852,1.1400000000000001,5,STTL,CHCG
1.847,1.847,2.3760000000000003,5,SLKC,CHCG
0.605,0.605,0.001,5,NSVL,CLEV
0.578,0.578,0.001,5,STLS,CLEV
1.182,1.182,0.001,5,PHLA,CLEV
0.717,0.717,0.717,5,ATLN,RLGH
1.169,1.169,1.169,5,WASH,RLGH
3.0140000000000002,3.0140000000000002,1.112,5,WASH,ATLN
0.001,0.77,0.001,5,NSVL,ATLN
1.856,1.856,3.101,5,STLS,ATLN
3.8570000000000007,3.0880000000000005,1.2349999999999999,5,DLLS,ATLN
1.2349999999999999,1.2349999999999999,0.71,5,ORLD,ATLN
2.4520000000000004,2.4520000000000004,0.001,5,WASH,PHLA
0.001,0.001,0.001,5,STLS,NSVL
2.063,2.8320000000000003,1.459,5,DLLS,NSVL
0.578,0.578,2.704,5,DLLS,STLS
0.001,0.001,0.001,5,KSCY,STLS
0.619,0.619,1.335,5,LA03,STLS
0.679,0.679,1.433,5,HSTN,NWOR
2.129,2.129,1.375,5,DLLS,NWOR
0.001,0.001,0.001,5,ORLD,NWOR
0.568,0.568,1.322,5,SNAN,HSTN
1.839,1.839,2.364,5,DLLS,HSTN
1.093,1.093,0.568,5,ORLD,HSTN
0.672,0.672,1.4260000000000002,5,PHNX,SNAN
3.1310000000000002,3.1310000000000002,3.1310000000000002,5,DLLS,SNAN
2.2560000000000002,2.2560000000000002,2.785,5,DNVR,DLLS
0.754,0.754,0.001,5,KSCY,DLLS
4.087000000000001,4.087000000000001,2.6870000000000003,5,SNFN,DLLS
1.471,1.471,0.792,5,LA03,DLLS
0.559,0.559,0.559,5,KSCY,DNVR
0.792,0.792,0.001,5,SNFN,DNVR
1.042,1.042,1.2850000000000001,5,SLKC,DNVR
0.001,0.001,0.001,5,SNFN,KSCY
3.306,3.306,3.306,5,SCRM,SNFN
2.768,2.768,3.4799999999999995,5,PTLD,SNFN
1.145,1.145,1.145,5,STTL,SNFN
1.339,1.339,0.567,5,SLKC,SNFN
1.315,1.315,0.524,5,LA03,SNFN
0.001,0.001,0.001,5,SLKC,SCRM
0.713,0.713,0.001,5,STTL,PTLD
0.001,0.001,0.001,5,LA03,SLKC
1.879,1.879,1.879,5,SNDG,LA03
0.755,0.755,0.001,5,PHNX,LA03
0.001,0.001,0.001,5,PHNX,SNDG
0.001,0.001,1.374,6,CMBR,NY54
1.325,1.325,6.18,6,CHCG,NY54
0.001,0.001,0.001,6,PHLA,NY54
1.432,1.432,4.914,6,WASH,NY54
1.94,1.94,0.567,6,PHLA,CMBR
0.001,0.001,0.001,6,CLEV,CHCG
3.6240000000000006,3.6240000000000006,2.531,6,PHLA,CHCG
0.652,1.4,4.563000000000001,6,STLS,CHCG
0.794,0.794,1.299,6,DNVR,CHCG
1.366,1.366,0.613,6,KSCY,CHCG
1.342,2.09,2.682,6,SNFN,CHCG
1.852,1.852,1.1400000000000001,6,STTL,CHCG
2.5140000000000002,2.5140000000000002,3.043,6,SLKC,CHCG
0.605,0.605,0.001,6,NSVL,CLEV
1.2570000000000001,1.2570000000000001,0.001,6,STLS,CLEV
1.861,1.861,0.001,6,PHLA,CLEV
1.451,1.451,1.451,6,ATLN,RLGH
1.169,1.169,1.169,6,WASH,RLGH
3.782,3.782,1.8800000000000001,6,WASH,ATLN
0.001,0.77,0.001,6,NSVL,ATLN
1.856,2.604,4.603,6,STLS,ATLN
6.107000000000001,4.590000000000001,1.9829999999999999,6,DLLS,ATLN
1.2349999999999999,1.2349999999999999,0.71,6,ORLD,ATLN
3.1190000000000007,3.1190000000000007,0.001,6,WASH,PHLA
0.001,0.001,0.001,6,STLS,NSVL
2.063,2.8320000000000003,1.459,6,DLLS,NSVL
0.578,0.578,2.704,6,DLLS,STLS
0.001,0.001,0.001,6,KSCY,STLS
1.298,1.298,3.516,6,LA03,STLS
0.679,0.679,1.433,6,HSTN,NWOR
2.129,2.129,1.375,6,DLLS,NWOR
0.001,0.001,0.001,6,ORLD,NWOR
1.2309999999999999,1.2309999999999999,1.985,6,SNAN,HSTN
1.839,1.839,2.364,6,DLLS,HSTN
1.093,1.093,0.568,6,ORLD,HSTN
1.335,1.335,2.0890000000000004,6,PHNX,SNAN
3.1310000000000002,3.1310000000000002,3.1310000000000002,6,DLLS,SNAN
2.2560000000000002,2.2560000000000002,2.785,6,DNVR,DLLS
0.754,0.754,0.001,6,KSCY,DLLS
4.835000000000001,4.087000000000001,3.4350000000000005,6,SNFN,DLLS
2.973,2.973,0.792,6,LA03,DLLS
0.559,0.559,0.559,6,KSCY,DNVR
0.792,0.792,0.001,6,SNFN,DNVR
1.042,1.042,1.2850000000000001,6,SLKC,DNVR
0.001,0.001,0.001,6,SNFN,KSCY
4.054,4.054,4.054,6,SCRM,SNFN
2.768,2.768,3.4799999999999995,6,PTLD,SNFN
1.145,1.145,1.145,6,STTL,SNFN
1.339,1.339,0.567,6,SLKC,SNFN
1.315,1.315,0.524,6,LA03,SNFN
0.001,0.001,0.001,6,SLKC,SCRM
0.713,0.713,0.001,6,STTL,PTLD
0.001,0.001,0.001,6,LA03,SLKC
2.613,2.613,2.613,6,SNDG,LA03
1.4340000000000002,1.4340000000000002,0.68,6,PHNX,LA03
0.001,0.001,0.001,6,PHNX,SNDG
0.539,0.539,1.9120000000000001,7,CMBR,NY54
2.623,2.623,7.478,7,CHCG,NY54
0.001,0.001,0.001,7,PHLA,NY54
1.432,1.432,4.914,7,WASH,NY54
1.94,1.94,0.567,7,PHLA,CMBR
0.001,0.001,0.001,7,CLEV,CHCG
3.6240000000000006,3.6240000000000006,2.531,7,PHLA,CHCG
0.652,1.4,4.563000000000001,7,STLS,CHCG
1.332,1.332,1.837,7,DNVR,CHCG
1.366,1.366,0.613,7,KSCY,CHCG
2.1020000000000003,2.8499999999999996,3.442,7,SNFN,CHCG
1.852,1.852,1.1400000000000001,7,STTL,CHCG
2.5140000000000002,2.5140000000000002,3.043,7,SLKC,CHCG
0.605,0.605,0.001,7,NSVL,CLEV
1.2570000000000001,1.2570000000000001,0.001,7,STLS,CLEV
1.861,1.861,0.001,7,PHLA,CLEV
1.451,1.451,1.451,7,ATLN,RLGH
1.169,1.169,1.169,7,WASH,RLGH
3.782,3.782,1.8800000000000001,7,WASH,ATLN
0.001,0.77,0.001,7,NSVL,ATLN
1.856,2.604,4.603,7,STLS,ATLN
7.522000000000001,6.005000000000001,4.063,7,DLLS,ATLN
1.9,1.9,0.71,7,ORLD,ATLN
3.1190000000000007,3.1190000000000007,0.001,7,WASH,PHLA
0.001,0.001,0.001,7,STLS,NSVL
2.063,2.8320000000000003,1.459,7,DLLS,NSVL
0.578,0.578,2.704,7,DLLS,STLS
0.001,0.001,0.001,7,KSCY,STLS
1.298,1.298,3.516,7,LA03,STLS
0.679,0.679,1.433,7,HSTN,NWOR
2.129,2.129,2.04,7,DLLS,NWOR
0.666,0.666,0.001,7,ORLD,NWOR
1.2309999999999999,1.2309999999999999,1.985,7,SNAN,HSTN
1.839,1.839,2.364,7,DLLS,HSTN
1.093,1.093,0.568,7,ORLD,HSTN
1.335,1.335,2.0890000000000004,7,PHNX,SNAN
3.878,3.878,3.878,7,DLLS,SNAN
2.2560000000000002,2.2560000000000002,2.785,7,DNVR,DLLS
0.754,0.754,0.001,7,KSCY,DLLS
5.503000000000001,4.755000000000001,4.103000000000001,7,SNFN,DLLS
2.973,2.973,0.792,7,LA03,DLLS
0.559,0.559,0.559,7,KSCY,DNVR
0.792,0.792,0.001,7,SNFN,DNVR
1.042,1.042,1.2850000000000001,7,SLKC,DNVR
0.001,0.001,0.001,7,SNFN,KSCY
4.054,4.054,4.054,7,SCRM,SNFN
2.768,2.768,3.4799999999999995,7,PTLD,SNFN
1.145,1.145,1.145,7,STTL,SNFN
1.339,1.339,0.567,7,SLKC,SNFN
1.315,1.315,0.524,7,LA03,SNFN
0.001,0.001,0.001,7,SLKC,SCRM
0.713,0.713,0.001,7,STTL,PTLD
0.001,0.001,0.001,7,LA03,SLKC
2.613,2.613,2.613,7,SNDG,LA03
1.4340000000000002,1.4340000000000002,0.68,7,PHNX,LA03
0.001,0.001,0.001,7,PHNX,SNDG
0.539,0.539,1.9120000000000001,8,CMBR,NY54
3.4030000000000005,3.4030000000000005,8.258,8,CHCG,NY54
0.001,0.001,0.001,8,PHLA,NY54
1.432,1.432,4.914,8,WASH,NY54
1.94,1.94,0.567,8,PHLA,CMBR
0.79,0.001,0.79,8,CLEV,CHCG
3.6240000000000006,3.6240000000000006,2.531,8,PHLA,CHCG
1.441,1.4,4.563000000000001,8,STLS,CHCG
1.332,1.332,1.837,8,DNVR,CHCG
1.366,1.366,1.4020000000000001,8,KSCY,CHCG
2.1020000000000003,2.8499999999999996,3.442,8,SNFN,CHCG
2.632,2.632,1.9200000000000002,8,STTL,CHCG
2.5140000000000002,2.5140000000000002,3.043,8,SLKC,CHCG
0.605,0.605,0.001,8,NSVL,CLEV
1.2570000000000001,2.0460000000000003,0.001,8,STLS,CLEV
1.861,1.861,0.001,8,PHLA,CLEV
2.237,2.237,2.237,8,ATLN,RLGH
1.169,1.169,1.169,8,WASH,RLGH
3.782,3.782,1.8800000000000001,8,WASH,ATLN
0.001,0.77,0.001,8,NSVL,ATLN
2.6420000000000003,3.39,5.388999999999999,8,STLS,ATLN
8.055000000000001,6.538000000000001,4.596,8,DLLS,ATLN
1.9,1.9,0.71,8,ORLD,ATLN
3.1190000000000007,3.1190000000000007,0.001,8,WASH,PHLA
0.001,0.001,0.001,8,STLS,NSVL
2.063,2.8320000000000003,1.459,8,DLLS,NSVL
0.578,0.578,2.704,8,DLLS,STLS
1.576,1.576,0.787,8,KSCY,STLS
1.298,1.298,3.516,8,LA03,STLS
0.679,0.679,1.433,8,HSTN,NWOR
2.129,2.129,2.04,8,DLLS,NWOR
0.666,0.666,0.001,8,ORLD,NWOR
1.2309999999999999,1.2309999999999999,1.985,8,SNAN,HSTN
1.839,1.839,2.364,8,DLLS,HSTN
1.093,1.093,0.568,8,ORLD,HSTN
1.928,1.928,2.6820000000000004,8,PHNX,SNAN
3.878,3.878,3.878,8,DLLS,SNAN
2.789,2.789,3.318,8,DNVR,DLLS
1.318,1.318,0.565,8,KSCY,DLLS
5.503000000000001,4.755000000000001,4.103000000000001,8,SNFN,DLLS
3.642,3.642,1.461,8,LA03,DLLS
0.559,0.559,0.559,8,KSCY,DNVR
0.792,0.792,0.001,8,SNFN,DNVR
1.042,1.042,1.2850000000000001,8,SLKC,DNVR
0.001,0.001,0.001,8,SNFN,KSCY
4.054,4.054,4.054,8,SCRM,SNFN
2.768,2.768,3.4799999999999995,8,PTLD,SNFN
1.145,1.145,1.145,8,STTL,SNFN
1.339,1.339,0.567,8,SLKC,SNFN
1.315,1.315,0.524,8,LA03,SNFN
0.001,0.001,0.001,8,SLKC,SCRM
0.713,0.713,0.001,8,STTL,PTLD
0.594,0.594,0.594,8,LA03,SLKC
2.613,2.613,2.613,8,SNDG,LA03
2.027,2.027,1.2730000000000001,8,PHNX,LA03
0.001,0.001,0.001,8,PHNX,SNDG
0.539,0.539,2.662,9,CMBR,NY54
3.4030000000000005,3.4030000000000005,9.008,9,CHCG,NY54
0.001,0.001,0.001,9,PHLA,NY54
1.432,1.432,4.914,9,WASH,NY54
2.69,2.69,0.567,9,PHLA,CMBR
0.79,0.001,1.32,9,CLEV,CHCG
4.3740000000000006,4.3740000000000006,3.2800000000000002,9,PHLA,CHCG
1.441,1.4,6.08,9,STLS,CHCG
1.332,1.332,1.837,9,DNVR,CHCG
1.366,1.366,1.9320000000000002,9,KSCY,CHCG
2.1020000000000003,2.8499999999999996,3.442,9,SNFN,CHCG
2.632,2.632,1.9200000000000002,9,STTL,CHCG
2.5140000000000002,2.5140000000000002,3.811,9,SLKC,CHCG
1.354,1.354,0.001,9,NSVL,CLEV
1.7870000000000001,2.5760000000000005,0.001,9,STLS,CLEV
2.61,2.61,0.001,9,PHLA,CLEV
2.237,2.237,2.237,9,ATLN,RLGH
1.169,1.169,1.169,9,WASH,RLGH
3.782,3.782,1.8800000000000001,9,WASH,ATLN
0.001,0.77,0.001,9,NSVL,ATLN
2.6420000000000003,3.39,5.388999999999999,9,STLS,ATLN
8.055000000000001,6.538000000000001,4.596,9,DLLS,ATLN
1.9,1.9,0.71,9,ORLD,ATLN
3.1190000000000007,3.1190000000000007,0.001,9,WASH,PHLA
0.001,0.001,0.001,9,STLS,NSVL
2.8120000000000003,3.5810000000000004,1.459,9,DLLS,NSVL
1.362,1.362,4.237,9,DLLS,STLS
2.106,2.106,0.787,9,KSCY,STLS
2.066,2.066,3.516,9,LA03,STLS
0.679,0.679,1.433,9,HSTN,NWOR
2.9130000000000003,2.9130000000000003,2.824,9,DLLS,NWOR
0.666,0.666,0.001,9,ORLD,NWOR
1.2309999999999999,1.2309999999999999,1.985,9,SNAN,HSTN
1.839,1.839,2.364,9,DLLS,HSTN
1.093,1.093,0.568,9,ORLD,HSTN
1.928,1.928,2.6820000000000004,9,PHNX,SNAN
4.627,4.627,4.627,9,DLLS,SNAN
3.435,3.435,3.964,9,DNVR,DLLS
1.318,1.318,0.565,9,KSCY,DLLS
